gnd_id	name	province_id	district_id	dsd_id	pd_id	gnd_num	lat	lng
LK-5218110	Veeramunai 03	LK-5	LK-52	LK-5218	EC-13B	92I	7.368488533333332	81.795193
LK-5209005	Bogamuyaya	LK-5	LK-52	LK-5209	EC-13A	144B/1	7.634676655882351	81.30255309411757
LK-5209050	Borapola	LK-5	LK-52	LK-5209	EC-13A	136A/1	7.500325728155336	81.39610065048538
LK-5209055	Kelavinna	LK-5	LK-52	LK-5209	EC-13A	136	7.503582344186039	81.36988163255806
LK-5209010	Tempitiya	LK-5	LK-52	LK-5209	EC-13A	145	7.617352721706867	81.39112025788512
LK-5230065	Ninthavur 18	LK-5	LK-52	LK-5230	EC-13C	37D	7.347918428571431	81.84854321428573
LK-5206100	Komana	LK-5	LK-52	LK-5206	EC-13A	139B	7.314630944839856	81.31486644128117
LK-5124045	Kattankudy Division 3 West	LK-5	LK-51	LK-5124	EC-12C	165A	7.680313681818183	81.72246409090909
LK-5218215	Malkampiddy	LK-5	LK-52	LK-5218	EC-13B	82	7.31840956652359	81.79665789270379
LK-5133030	Maavelkuda	LK-5	LK-51	LK-5133	EC-12C	107D	7.559487341597788	81.75415580440772
LK-5112025	Mavadivembu 2	LK-5	LK-51	LK-5112	EC-12B	197E	7.81779025	81.56513160000002
LK-5103045	Panichchankerny	LK-5	LK-51	LK-5103	EC-12A	211C	8.094509941653149	81.42957977471642
LK-5118225	Navatkudah East	LK-5	LK-51	LK-5118	EC-12C	168C	7.695785000000001	81.72275785714285
LK-5306005	Thennaimaravady	LK-5	LK-53	LK-5306	EC-14B	31 E	8.955427853115724	80.91496374777444
LK-5306030	Thiriyai	LK-5	LK-53	LK-5306	EC-14B	237	8.901552633663364	81.01468851881212
LK-5327015	Navarathnapuram	LK-5	LK-53	LK-5327	EC-14C	221A	8.490280844444435	81.33408311965816
LK-5315195	Manayaweli	LK-5	LK-53	LK-5315	EC-14B	244F	8.559147171021374	81.23687379809965
LK-5315150	Muththunagar	LK-5	LK-53	LK-5315	EC-14B	229F	8.555836058823543	81.14392813970588
LK-5315165	Nachchikuda	LK-5	LK-53	LK-5315	EC-14B	229C	8.535973784722216	81.18978641435181
LK-5315170	Wellaimanal	LK-5	LK-53	LK-5315	EC-14B	229	8.517846578947378	81.2009396611842
LK-7133080	Step2 part 1	LK-7	LK-71	LK-7133	EC-17F	251	8.320122789473682	80.40541989473684
LK-7115170	Thisawewa	LK-7	LK-71	LK-7115	EC-17C	295	8.340843653846152	80.3886715
LK-6236175	Egodayagama	LK-6	LK-62	LK-6236	EC-16C	535A	7.488970315789472	79.82691157894739
LK-7203085	Bathgampattuwa	LK-7	LK-72	LK-7203	EC-18A	58	8.029125523590338	80.88628687111638
LK-7203080	Mahasengama	LK-7	LK-72	LK-7203	EC-18A	30	8.009335756281398	80.82813730402013
LK-7203070	Minihirigama	LK-7	LK-72	LK-7203	EC-18A	60	8.049814900409274	80.87873193315131
LK-7203075	Moragaswewa	LK-7	LK-72	LK-7203	EC-18A	29	8.064407612368047	80.79410648265448
LK-7203005	Sinhagama	LK-7	LK-72	LK-7203	EC-18A	31	8.240397469835457	80.87307650457032
LK-7209020	Sungavila	LK-7	LK-72	LK-7209	EC-18B	137	8.099100857758641	81.13329600287356
LK-7215275	Kalahagala	LK-7	LK-72	LK-7215	EC-18C	166	7.830860664000004	80.95205610300005
LK-7215220	Sinha Udagama	LK-7	LK-72	LK-7215	EC-18C	157	7.900774023774133	80.94869637741463
LK-7210005	Sinhapura	LK-7	LK-72	LK-7210	EC-18C	286	8.122374807962535	81.25775078454332
LK-6154150	Iluppugedara	LK-6	LK-61	LK-6154	EC-15L	838	7.488413677419355	80.35390116129032
LK-6145226	Moragolla	LK-6	LK-61	LK-6145	EC-15F	1344	7.5890014999999975	80.1204933125
LK-6145227	Rideekanda	LK-6	LK-61	LK-6145	EC-15F	1342	7.584082229508197	80.10303204918036
LK-6145228	Thengodagedara	LK-6	LK-61	LK-6145	EC-15F	1341	7.583345791666667	80.09531158333334
LK-6163350	Polwatta	LK-6	LK-61	LK-6163	EC-15N	597	7.492672129032257	80.51730187096774
LK-6163255	Dedurunadeegama	LK-6	LK-61	LK-6163	EC-15N	611	7.507424764705882	80.45360547058823
LK-6163090	Kelemulla	LK-6	LK-61	LK-6163	EC-15N	541	7.593475285714285	80.56311838095239
LK-6203015	Anawasala	LK-6	LK-62	LK-6203	EC-16A	631A	8.256810424000005	79.76972492799999
LK-6163460	Mirissala	LK-6	LK-61	LK-6163	EC-15N	578	7.461680689655173	80.55080186206898
LK-6215005	Manalthivu	LK-6	LK-62	LK-6215	EC-16A	606	8.083136433283363	79.81719008995523
LK-6206020	Aluth Eluwankulama	LK-6	LK-62	LK-6206	EC-16A	635/1	8.271836177595619	79.8366836639345
LK-6206015	Parana Eluwankulama	LK-6	LK-62	LK-6206	EC-16A	635	8.328793876480535	79.85464433333314
LK-6206005	Pukkulama	LK-6	LK-62	LK-6206	EC-16A	634	8.485186059203441	79.88133335844987
LK-6206010	Ralmaduwa	LK-6	LK-62	LK-6206	EC-16A	635/2	8.385470048689141	79.94733654307109
LK-6163360	Pitiyegedara	LK-6	LK-61	LK-6163	EC-15N	595	7.487695611111111	80.51056811111111
LK-4139005	Mandaitivu East	LK-4	LK-41	LK-4139	EC-10A	J/7	9.627771351288049	80.00277999531625
LK-4139080	Pungudutivu North East	LK-4	LK-41	LK-4139	EC-10A	J/22	9.618024334685577	79.85345343610554
LK-4133010	Ariyalai East	LK-4	LK-41	LK-4133	EC-10I	J/90	9.632504061302694	80.0959432777778
LK-4130060	Thanankilappu	LK-4	LK-41	LK-4130	EC-10H	J/299	9.610047281468532	80.17924183216793
LK-4121175	Kapputhu	LK-4	LK-41	LK-4121	EC-10F	J/382	9.768546195298358	80.16493397649175
LK-5103030	Ooriyankattu	LK-5	LK-51	LK-5103	EC-12A	212B	8.117911002024286	81.41910809109307
LK-4509175	Urithirapuram North	LK-4	LK-45	LK-4509	EC-10K	KN/32	9.445466488200601	80.3327488731562
LK-4512020	Iranaitivu	LK-4	LK-45	LK-4512	EC-10K	KN/77	9.28768085374148	79.99230604761905
LK-4512050	Kowtharimunai	LK-4	LK-45	LK-4512	EC-10K	KN/68	9.590882593250466	80.09259712877439
LK-4512075	Nallur	LK-4	LK-45	LK-4512	EC-10K	KN/59	9.430887751633993	80.28230188235305
LK-4512095	Ponnaveli	LK-4	LK-45	LK-4512	EC-10K	KN/76	9.40126030062632	80.07720517536568
LK-4203145	South Bar	LK-4	LK-42	LK-4203	EC-11A	MN/73	8.963203603563485	79.893004207127
LK-4203025	Talaimannar South	LK-4	LK-42	LK-4203	EC-11A	MN/49	9.082569252173906	79.6841760608697
LK-4206025	Illupaikadavai	LK-4	LK-42	LK-4206	EC-11A	4	9.086740928853754	80.09613003359696
LK-4206065	Kovilkulam	LK-4	LK-42	LK-4206	EC-11A	9	9.038866492831556	80.0953575878134
LK-4206090	Pappamoddai	LK-4	LK-42	LK-4206	EC-11A	18	8.992914709622015	80.02019079209634
LK-4206095	Parappukadanthan West	LK-4	LK-42	LK-4206	EC-11A	35	8.951863165591384	80.05581306451617
LK-4206045	Periyamadhu East	LK-4	LK-42	LK-4206	EC-11A	17	9.006658441774515	80.15428012754161
LK-4512010	Cheddiakurichchi	LK-4	LK-45	LK-4512	EC-10K	KN/62	9.489707690807805	80.26363873259062
LK-4403060	Puthuvedduvan	LK-4	LK-44	LK-4403	EC-11C	MU/23	9.261427583153367	80.36596931965427
LK-4309050	Kallikulam	LK-4	LK-43	LK-4309	EC-11B	215C	8.820320219917011	80.5639138319503
LK-2133400	Bogahakanda	LK-2	LK-21	LK-2133	EC-04B	438	7.296327491525425	80.59997581355931
LK-9109052	Karandana West	LK-9	LK-91	LK-9109	EC-21A	143D	6.770656541284405	80.21176766972472
LK-9103146	Bodhimaluwa	LK-9	LK-91	LK-9103	EC-21A	146B	6.8220335352112675	80.29637928169015
LK-9103144	Parakaduwa	LK-9	LK-91	LK-9103	EC-21A	127A	6.826080953846153	80.30332066153841
LK-9103148	Pohorabawa	LK-9	LK-91	LK-9103	EC-21A	148	6.803869804597699	80.30507766666669
LK-9103142	Pathberiya West	LK-9	LK-91	LK-9103	EC-21A	127B	6.840422465346531	80.30337627722773
LK-9103147	Thalavitiya	LK-9	LK-91	LK-9103	EC-21A	146	6.824123936170212	80.28258106382974
LK-3136120	Harannagala	LK-3	LK-31	LK-3136	EC-07G	72B	6.182515655172412	80.09089812068966
LK-3309010	Kirinda	LK-3	LK-33	LK-3309	EC-09D	19	6.3792996325678715	81.49266008402927
LK-3215065	Kanahalagama	LK-3	LK-32	LK-3215	EC-08C	308B	6.114727378461538	80.49470381538461
LK-3215055	Uggashena	LK-3	LK-32	LK-3215	EC-08C	313D	6.112583005555564	80.52321847777772
LK-3215045	Wenagama	LK-3	LK-32	LK-3215	EC-08C	306B	6.132972299232733	80.51081134271095
LK-3248140	Dodampahala South	LK-3	LK-32	LK-3248	EC-08E	453D	5.961860826271182	80.71204811440683
LK-3236010	Pahala Vitiyala Central	LK-3	LK-32	LK-3236	EC-08D	343A	6.02846201619434	80.54797880161945
LK-3236125	Uduwa West	LK-3	LK-32	LK-3236	EC-08D	333B	5.999150987113416	80.57760261082478
LK-8103100	Dambana	LK-8	LK-81	LK-8103	EC-19A	7A	7.461228788712007	81.13636030390737
LK-2145275	Kandewela	LK-2	LK-21	LK-2145	EC-04G	1013	7.218604999999998	80.72718239655173
LK-1212100	Kurunduwatta	LK-1	LK-12	LK-1212	EC-02E	9B	7.257166333333332	80.14602208333332
LK-5218065	Sammanthurai 11	LK-5	LK-52	LK-5218	EC-13B	92C	7.367918588235295	81.7977239411765
LK-8203015	Bulupitiya	LK-8	LK-82	LK-8203	EC-20A	103B	7.190612328102707	81.36902965049924
LK-8227010	Katharagama	LK-8	LK-82	LK-8227	EC-20C	146	6.502655470383286	81.46724421718925
LK-8224140	Gonagan Ara	LK-8	LK-82	LK-8224	EC-20C	142B	6.586771076376547	81.34526177797518
LK-8224145	Rahathangama	LK-8	LK-82	LK-8224	EC-20C	143/A/3	6.545935599664988	81.23903503350077
LK-8206020	Inginiyagala	LK-8	LK-82	LK-8206	EC-20A	104A	7.210495807174891	81.52207416591934
LK-8206010	Mullegama	LK-8	LK-82	LK-8206	EC-20A	104	7.292061530642743	81.49354492526157
LK-8206005	Nelliyadda	LK-8	LK-82	LK-8206	EC-20A	104B	7.403594863741344	81.42203458660502
LK-8212230	Wattegama	LK-8	LK-82	LK-8212	EC-20B	124	6.757229343873516	81.45561373320169
LK-8221145	Uva kudaoya	LK-8	LK-82	LK-8221	EC-20C	150D	6.5299106550218315	81.17161417248906
LK-4212100	Umanagari	LK-4	LK-42	LK-4212	EC-11A	MN/103	8.847025370473542	79.93608091086354
LK-4212005	Vankalai North	LK-4	LK-42	LK-4212	EC-11A	MN/97	8.937861751708432	79.9113451480637
LK-1103120	Fort	LK-1	LK-11	LK-1103	EC-01B	None	6.945689302777766	79.83874916666674
LK-4415160	Mulliyawalai Centre	LK-4	LK-44	LK-4415	EC-11C	MU/106	9.17923953968254	80.73362688888889
LK-1206300	Raddolugama North A	LK-1	LK-12	LK-1206	EC-02C	199F	7.141330642857142	79.90414178571429
LK-1133175	Koralawella Eest	LK-1	LK-11	LK-1133	EC-01O	554B	6.762250870967742	79.89076048387096
LK-1221035	Dehiyagatha South	LK-1	LK-12	LK-1221	EC-02I	194A	7.097147785714286	79.88864407142856
LK-1221110	Ja-Ela	LK-1	LK-12	LK-1221	EC-02I	191A	7.0774276249999994	79.89413258333335
LK-1218215	Evariwatta	LK-1	LK-12	LK-1218	EC-02A	175 A	6.98178110483871	79.89280579838712
LK-1218110	Heenkenda	LK-1	LK-12	LK-1218	EC-02A	254	7.010073642201849	79.92529618348618
LK-1218095	Horape	LK-1	LK-12	LK-1218	EC-02A	180	7.019222526785714	79.92822016964283
LK-1218090	Horapethuduwa	LK-1	LK-12	LK-1218	EC-02A	180A	7.018152596685071	79.92194453591158
LK-1218135	Kerawalapitiya	LK-1	LK-12	LK-1218	EC-02A	171	7.009528326359829	79.88778078661095
LK-1218100	Kurukulawa North	LK-1	LK-12	LK-1218	EC-02A	250	7.0122004649681555	79.9336876878981
LK-1218105	Kurukulawa South	LK-1	LK-12	LK-1218	EC-02A	250A	7.010149109826593	79.93027061271682
LK-1218170	Mabola	LK-1	LK-12	LK-1218	EC-02A	176A	7.002538906249998	79.89579734999998
LK-1227685	Kirikittamulla South	LK-1	LK-12	LK-1227	EC-02G	309A	7.084393628571427	80.04555645714287
LK-1321370	Rajawatta Parana Kotasa	LK-1	LK-13	LK-1321	EC-03F	729H	6.576096249999999	79.99450125000001
LK-2124265	Kurukohogama	LK-2	LK-21	LK-2124	EC-04E	797	7.314287507462688	80.79841494029853
LK-2139055	Pahala Koorukuttala	LK-2	LK-21	LK-2139	EC-04K	118	7.251962278688527	80.53570770491807
LK-2139400	Pethiyagoda East	LK-2	LK-21	LK-2139	EC-04K	31	7.212919841269841	80.58974246031745
LK-2139180	Walgama	LK-2	LK-21	LK-2139	EC-04K	78	7.241299349206349	80.57009988888889
LK-1230345	Walaramba	LK-1	LK-12	LK-1230	EC-02K	398A	6.9938288888888875	80.06254786111113
LK-5230030	Ninthavur 13	LK-5	LK-52	LK-5230	EC-13C	40A	7.356592857142859	81.84891364285714
LK-5206005	Galode	LK-5	LK-52	LK-5206	EC-13A	141A	7.517539088709685	81.24891646451614
LK-5218160	Udanga 01	LK-5	LK-52	LK-5218	EC-13B	79B	7.361868419354838	81.79451825806453
LK-5104040	Mavadichenai	LK-5	LK-51	LK-5104	EC-12A	208A	7.909939411764706	81.52988747058822
LK-5242165	Bakmitiyawa	LK-5	LK-52	LK-5242	EC-13D	W/25B	7.03091214128036	81.63694365121418
LK-5136215	Thuraineelavanai North 1	LK-5	LK-51	LK-5136	EC-12C	74B	7.447202650000001	81.79862635
LK-5124055	Kattankudy Division 4	LK-5	LK-51	LK-5124	EC-12C	164	7.679553538461538	81.72815069230768
LK-6187400	Polgahawela South	LK-6	LK-61	LK-6187	EC-15K	938	7.326933030303032	80.3033796060606
LK-6236070	Rathnagiriya	LK-6	LK-62	LK-6236	EC-16C	545B	7.529385294117649	79.90109982352942
LK-4506075	Umaiyalpuram	LK-4	LK-45	LK-4506	EC-10K	KN/45	9.475657891041168	80.39373706295412
LK-6206035	Karathivu South	LK-6	LK-62	LK-6206	EC-16A	636	8.192864932735421	79.81537131988048
LK-4312080	Cheddikulam	LK-4	LK-43	LK-4312	EC-11B	211A	8.658884068965518	80.31922031034482
LK-9142110	Godakawela	LK-9	LK-91	LK-9142	EC-21E	237A	6.506061652173913	80.64959008695651
LK-9103149	Miyanadeniya	LK-9	LK-91	LK-9103	EC-21A	148A	6.776319436974786	80.30983984033611
LK-3333350	Mawella North	LK-3	LK-33	LK-3333	EC-09C	292	5.993391692307695	80.74226430769232
LK-3239190	Mirissa South 2	LK-3	LK-32	LK-3239	EC-08G	406A	5.948095713740461	80.45213769847321
LK-2148065	Karagaskada South	LK-2	LK-21	LK-2148	EC-04L	1042	7.174946895833334	80.70465760416666
LK-2115070	Panvila	LK-2	LK-21	LK-2115	EC-04C	729	7.365781080357142	80.71709272321434
LK-2133280	Etamurungagoda	LK-2	LK-21	LK-2133	EC-04B	414	7.325735451923076	80.61476317307691
LK-9227135	Ganepalla	LK-9	LK-92	LK-9227	EC-22G	135	7.011676879781415	80.35392720765024
LK-5236065	Akkaraipattu 11	LK-5	LK-52	LK-5236	EC-13B	AP/15/2	7.226730199999998	81.85949466666666
LK-2109125	Delgasthenna	LK-2	LK-21	LK-2109	EC-04B	572	7.377109365079364	80.62355004761905
LK-2133155	Endaruthenna	LK-2	LK-21	LK-2133	EC-04B	464	7.33795057894737	80.59185436842105
LK-2148020	Udadelthota	LK-2	LK-21	LK-2148	EC-04L	976	7.19525109958506	80.68105414522819
LK-5110065	Santhiveli	LK-5	LK-51	LK-5110	EC-12A	200	7.843020647058823	81.54593647058823
LK-2112235	Nawayalathenna	LK-2	LK-21	LK-2112	EC-04C	608	7.329744321428572	80.63461299999999
LK-2142005	Galoya	LK-2	LK-21	LK-2142	EC-04L	1162	7.2207589375	80.61963811805555
LK-2142125	Panvilathenna	LK-2	LK-21	LK-2142	EC-04L	1147	7.162761366972475	80.63781981651375
LK-9227020	Garagoda pahala	LK-9	LK-92	LK-9227	EC-22G	115C	7.026758741935486	80.28366134677421
LK-5239090	Kolavil 01	LK-5	LK-52	LK-5239	EC-13D	AV/16	7.192452772727271	81.85339054545456
LK-2142010	Haloya	LK-2	LK-21	LK-2142	EC-04L	1160	7.218724711009175	80.62596082568807
LK-5242060	Kalugolla	LK-5	LK-52	LK-5242	EC-13D	W/28E	7.21061109815951	81.54975965644171
LK-5124010	Kattankudy division 1 South	LK-5	LK-51	LK-5124	EC-12C	167E	7.683218111111112	81.72239505555555
LK-2142150	Hunugala	LK-2	LK-21	LK-2142	EC-04L	1142	7.139675766816142	80.67433709865477
LK-5218045	Sammanthurai 05	LK-5	LK-52	LK-5218	EC-13B	78B	7.370869555555554	81.80507694444447
LK-9148195	Julangete	LK-9	LK-91	LK-9148	EC-21H	215C	6.244019695035459	80.9409940921986
LK-5124015	Kattankudy Division 2	LK-5	LK-51	LK-5124	EC-12C	166	7.682684916666667	81.72615341666666
LK-2142160	Pupuressa	LK-2	LK-21	LK-2142	EC-04L	1181	7.120398202572345	80.67783032154337
LK-5110075	Thevapuram	LK-5	LK-51	LK-5110	EC-12A	199A	7.828967820512821	81.56684020512822
LK-5221075	Kalmunai  01B	LK-5	LK-52	LK-5221	EC-13C	KP/61/3	7.41945075	81.82564279166665
LK-2154090	Alugolla	LK-2	LK-21	LK-2154	EC-04M	1051	7.09582997938144	80.48425696391756
LK-2154015	Galpaya	LK-2	LK-21	LK-2154	EC-04M	1066	7.141327772413794	80.54330297931031
LK-5236140	Town Division 04	LK-5	LK-52	LK-5236	EC-13B	AP/15A/3	7.217389437499998	81.85450021874999
LK-5127125	Araipattai North	LK-5	LK-51	LK-5127	EC-12C	157D	7.670821052631578	81.73249478947366
LK-2154155	Miyanagolla	LK-2	LK-21	LK-2154	EC-04M	1050	7.07844779640719	80.47375253892214
LK-2133200	Wathuwala	LK-2	LK-21	LK-2133	EC-04B	490	7.32390630769231	80.60037027692304
LK-2154115	Udagama	LK-2	LK-21	LK-2154	EC-04M	1069	7.119323089285716	80.56333799107144
LK-2133380	Banwelgolla	LK-2	LK-21	LK-2133	EC-04B	431	7.302824600000001	80.61896964615384
LK-2154080	Patithalawa	LK-2	LK-21	LK-2154	EC-04M	1048	7.109647203045678	80.46682844670053
LK-2154050	Pellapitiya North	LK-2	LK-21	LK-2154	EC-04M	1065	7.128562924999996	80.54564634166664
LK-2133035	Bothota	LK-2	LK-21	LK-2133	EC-04B	483	7.3572727083333325	80.58215851388891
LK-2154140	Pitakanda	LK-2	LK-21	LK-2154	EC-04M	1054	7.092446499999997	80.52782547572815
LK-2154130	Sinhapura	LK-2	LK-21	LK-2154	EC-04M	1076	7.127273636363638	80.56878051948055
LK-2133340	Bulathgolla	LK-2	LK-21	LK-2133	EC-04B	444	7.300310189655173	80.58780837931033
LK-5330015	Sivapuram	LK-5	LK-53	LK-5330	EC-14A	217F	8.364924294117646	81.27529223529413
LK-2154075	Uduwella	LK-2	LK-21	LK-2154	EC-04M	1052	7.1110452966101585	80.49394897033892
LK-2154100	Yatapana	LK-2	LK-21	LK-2154	EC-04M	1056	7.115317089887636	80.5225064719101
LK-2133060	Attaragama South	LK-2	LK-21	LK-2133	EC-04B	482	7.348142719298243	80.5951543508772
LK-2133410	Haloluwa	LK-2	LK-21	LK-2133	EC-04B	435	7.294273516483513	80.60920709890112
LK-2133395	Haloluwa Pallegama	LK-2	LK-21	LK-2133	EC-04B	434	7.304333881188116	80.60280565346528
LK-5315205	Arunagirinagar	LK-5	LK-53	LK-5315	EC-14B	244G	8.569021393939396	81.23374692424245
LK-2133240	Karanduwawala Pahala	LK-2	LK-21	LK-2133	EC-04B	478	7.323277385964915	80.5573041754386
LK-2133390	Pallemulla	LK-2	LK-21	LK-2133	EC-04B	432	7.299150266666666	80.61144301666664
LK-2133290	Katugasthota	LK-2	LK-21	LK-2133	EC-04B	413	7.325558395348837	80.6228864883721
LK-2133215	Mapamadulla	LK-2	LK-21	LK-2133	EC-04B	450	7.321272813559321	80.58813040677965
LK-7163085	Galnewa Town	LK-7	LK-71	LK-7163	EC-17E	477	8.04238173076923	80.48565726923076
LK-2134160	Welivita Pahalagama	LK-2	LK-21	LK-2134	EC-04A	352	7.321955032258066	80.51113148387095
LK-2133260	Kulugammana	LK-2	LK-21	LK-2133	EC-04B	447	7.315743810810807	80.59176887387389
LK-2133325	Kurundugahamada	LK-2	LK-21	LK-2133	EC-04B	448	7.3098230666666675	80.58975371111111
LK-2133145	Nugawela	LK-2	LK-21	LK-2133	EC-04B	452	7.328564647058821	80.59018992941178
LK-2133245	Owathenna	LK-2	LK-21	LK-2133	EC-04B	479	7.324512206185565	80.55233720618556
LK-5224010	Periyaneelavanai  Muslim Section	LK-5	LK-52	LK-5224	EC-13C	KP/72A	7.440435684210526	81.82070010526316
LK-2133175	Pallebokalawela	LK-2	LK-21	LK-2133	EC-04B	412	7.3429019137931055	80.61339505172414
LK-2133075	Rajapihilla	LK-2	LK-21	LK-2133	EC-04B	463	7.341583371428575	80.59511888571427
LK-2133330	Seewaleekanda	LK-2	LK-21	LK-2133	EC-04B	446	7.305028145161289	80.59206766129032
LK-2133355	Udamulla	LK-2	LK-21	LK-2133	EC-04B	433	7.304407762500003	80.60829425
LK-5318015	Puthukudiyirippu	LK-5	LK-53	LK-5318	EC-14A	228J	8.499410227272728	81.1011632272727
LK-2134210	Dehideniya Madige	LK-2	LK-21	LK-2134	EC-04A	386	7.316928822916665	80.45889753125003
LK-2136145	Doluwa East	LK-2	LK-21	LK-2136	EC-04J	213	7.289358585714288	80.52075885714287
LK-2134130	Sivurupitiya	LK-2	LK-21	LK-2134	EC-04A	339	7.332954652173914	80.51602749275364
LK-2134045	Polwatta	LK-2	LK-21	LK-2134	EC-04A	323	7.343343555555554	80.48197865432097
LK-7203205	Unagalavehera West	LK-7	LK-72	LK-7203	EC-18A	51	8.020087000000002	80.98914760185185
LK-2127300	Dambarawa	LK-2	LK-21	LK-2127	EC-04F	706	7.298792863636364	80.69046992424246
LK-2130085	Asgiriya	LK-2	LK-21	LK-2130	EC-04I	235	7.300670535353537	80.631571989899
LK-2134145	Walpalagolla North	LK-2	LK-21	LK-2134	EC-04A	395	7.321078549019605	80.5402066862745
LK-2134155	Walpalagolla South	LK-2	LK-21	LK-2134	EC-04A	396	7.3202916906474815	80.53634797841727
LK-2134125	Welivita Ihalagama	LK-2	LK-21	LK-2134	EC-04A	338	7.3328047572815525	80.50369033009703
LK-1212335	Lindara Ihala	LK-1	LK-12	LK-1212	EC-02E	16C	7.225237809523807	80.14486685714287
LK-2130090	Bahirawa Kanda	LK-2	LK-21	LK-2130	EC-04I	236	7.296101442748091	80.62733899999998
LK-2130145	Bogambara	LK-2	LK-21	LK-2130	EC-04I	264	7.2877539887640514	80.63518398876403
LK-2127205	Deekirimadawala	LK-2	LK-21	LK-2127	EC-04F	659	7.304168774193552	80.66752172580648
LK-2130205	Bowala	LK-2	LK-21	LK-2130	EC-04I	245	7.2705873944954105	80.61581661467896
LK-2130180	Gatambe	LK-2	LK-21	LK-2130	EC-04I	259	7.274307769230763	80.60607811794875
LK-2130275	Gurudeniya East	LK-2	LK-21	LK-2130	EC-04H	276	7.265571283464565	80.70382704724408
LK-2130270	Gurudeniya West	LK-2	LK-21	LK-2130	EC-04H	278	7.269696111111108	80.68267016049383
LK-2109025	Alawathugoda	LK-2	LK-21	LK-2109	EC-04B	583	7.41058772839506	80.6088258518519
LK-2130220	Hanthna Pedesa	LK-2	LK-21	LK-2130	EC-04I	263	7.274401986301368	80.63745863013696
LK-2130280	Maligathenna	LK-2	LK-21	LK-2130	EC-04H	279	7.259089673267319	80.70805388118812
LK-5118095	Iruthayapuram East	LK-5	LK-51	LK-5118	EC-12C	173B	7.729537096774194	81.69106409677418
LK-1309010	Pahala Millewa North	LK-1	LK-13	LK-1309	EC-03C	628C	6.798195622047244	80.08557319685033
LK-1321435	Ethagama East	LK-1	LK-13	LK-1321	EC-03F	732	6.5512839199999995	79.98370421333335
LK-2109040	Arambepola	LK-2	LK-21	LK-2109	EC-04B	584	7.393663672131146	80.61406408196721
LK-7210060	Muthugala	LK-7	LK-72	LK-7210	EC-18C	264	7.975213960000002	81.15500567999999
LK-5225085	Sainthamaruthu 16	LK-5	LK-52	LK-5225	EC-13C	KP/47C	7.388323749999998	81.83648558333334
LK-2130215	Heeressagala	LK-2	LK-21	LK-2130	EC-04I	242	7.2705918228571464	80.62945447428572
LK-2109030	Balakaduwa	LK-2	LK-21	LK-2109	EC-04B	585	7.411240531914891	80.61507831914894
LK-2130040	Mahaweli Uyana	LK-2	LK-21	LK-2130	EC-04H	231	7.318766194029849	80.64302191044777
