ds	country	polygon_source	polygon_id	polygon_name	all_day_bing_tiles_visited_relative_change	all_day_ratio_single_tile_users	baseline_name	baseline_type
2020-08-04	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.0573	0.15477	full_february	DAY_OF_WEEK
2020-08-05	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.06266	0.1533	full_february	DAY_OF_WEEK
2020-08-06	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.1687	0.18313	full_february	DAY_OF_WEEK
2020-08-07	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.02975	0.16324	full_february	DAY_OF_WEEK
2020-08-08	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.07197	0.17705	full_february	DAY_OF_WEEK
2020-08-09	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.06165	0.20433	full_february	DAY_OF_WEEK
2020-08-10	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.03603	0.15234	full_february	DAY_OF_WEEK
2020-08-11	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.05349	0.16453	full_february	DAY_OF_WEEK
2020-08-12	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.08939	0.17109	full_february	DAY_OF_WEEK
2020-08-13	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.07596	0.15074	full_february	DAY_OF_WEEK
2020-08-14	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.04565	0.14857	full_february	DAY_OF_WEEK
2020-08-15	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.06198	0.16248	full_february	DAY_OF_WEEK
2020-08-16	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.08446	0.18396	full_february	DAY_OF_WEEK
2020-08-17	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.10722	0.13917	full_february	DAY_OF_WEEK
2020-08-18	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.04756	0.16606	full_february	DAY_OF_WEEK
2020-08-19	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.04464	0.16177	full_february	DAY_OF_WEEK
2020-08-20	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.02006	0.15695	full_february	DAY_OF_WEEK
2020-08-21	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.03032	0.14158	full_february	DAY_OF_WEEK
2020-08-22	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.03665	0.17257	full_february	DAY_OF_WEEK
2020-08-23	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.0924	0.18639	full_february	DAY_OF_WEEK
2020-08-24	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.00881	0.15888	full_february	DAY_OF_WEEK
2020-08-25	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.02341	0.15287	full_february	DAY_OF_WEEK
2020-08-26	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.07943	0.15271	full_february	DAY_OF_WEEK
2020-08-27	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.04982	0.14585	full_february	DAY_OF_WEEK
2020-08-28	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.00861	0.13244	full_february	DAY_OF_WEEK
2020-08-29	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.04852	0.15426	full_february	DAY_OF_WEEK
2020-08-30	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.04879	0.18847	full_february	DAY_OF_WEEK
2020-08-31	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.05495	0.15403	full_february	DAY_OF_WEEK
2020-09-01	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.09715	0.21359	full_february	DAY_OF_WEEK
2020-09-02	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.0315	0.15387	full_february	DAY_OF_WEEK
2020-09-03	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.0312	0.15922	full_february	DAY_OF_WEEK
2020-09-04	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.0407	0.16208	full_february	DAY_OF_WEEK
2020-09-05	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.00577	0.18299	full_february	DAY_OF_WEEK
2020-09-06	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.04184	0.20726	full_february	DAY_OF_WEEK
2020-09-07	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.00476	0.15946	full_february	DAY_OF_WEEK
2020-09-08	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.05278	0.16783	full_february	DAY_OF_WEEK
2020-09-09	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.0224	0.17347	full_february	DAY_OF_WEEK
2020-09-10	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.06874	0.15503	full_february	DAY_OF_WEEK
2020-09-11	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.00519	0.1754	full_february	DAY_OF_WEEK
2020-09-12	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.0549	0.16999	full_february	DAY_OF_WEEK
2020-09-13	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.01089	0.19795	full_february	DAY_OF_WEEK
2020-09-14	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.0339	0.1465	full_february	DAY_OF_WEEK
2020-09-15	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.09975	0.14764	full_february	DAY_OF_WEEK
2020-09-16	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.00509	0.15526	full_february	DAY_OF_WEEK
2020-09-17	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.04834	0.15334	full_february	DAY_OF_WEEK
2020-09-18	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.04322	0.16051	full_february	DAY_OF_WEEK
2020-09-19	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.01373	0.1691	full_february	DAY_OF_WEEK
2020-09-20	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.03515	0.18317	full_february	DAY_OF_WEEK
2020-09-21	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.04515	0.14043	full_february	DAY_OF_WEEK
2020-09-22	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.01062	0.15226	full_february	DAY_OF_WEEK
2020-09-23	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.00344	0.14949	full_february	DAY_OF_WEEK
2020-09-24	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.03923	0.14478	full_february	DAY_OF_WEEK
2020-09-25	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.01059	0.14552	full_february	DAY_OF_WEEK
2020-09-26	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.0133	0.13929	full_february	DAY_OF_WEEK
2020-09-27	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.09673	0.15644	full_february	DAY_OF_WEEK
2020-09-28	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.02008	0.1423	full_february	DAY_OF_WEEK
2020-09-29	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.02386	0.15319	full_february	DAY_OF_WEEK
2020-09-30	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.06209	0.14946	full_february	DAY_OF_WEEK
2020-10-01	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.06355	0.16987	full_february	DAY_OF_WEEK
2020-10-02	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.00022	0.14974	full_february	DAY_OF_WEEK
2020-10-03	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.00704	0.16694	full_february	DAY_OF_WEEK
2020-10-04	LKA	GADM	LKA.21.6_1	Thamankaduwa	0.07141	0.16329	full_february	DAY_OF_WEEK
2020-10-05	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.06821	0.16936	full_february	DAY_OF_WEEK
2020-10-06	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.11773	0.19335	full_february	DAY_OF_WEEK
2020-10-07	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.10488	0.17989	full_february	DAY_OF_WEEK
2020-10-08	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.09512	0.17726	full_february	DAY_OF_WEEK
2020-10-09	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.12966	0.19471	full_february	DAY_OF_WEEK
2020-10-10	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.05779	0.20966	full_february	DAY_OF_WEEK
2020-10-11	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.18664	0.20601	full_february	DAY_OF_WEEK
2020-10-12	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.13965	0.18796	full_february	DAY_OF_WEEK
2020-10-13	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.11102	0.18193	full_february	DAY_OF_WEEK
2020-10-14	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.1283	0.20128	full_february	DAY_OF_WEEK
2020-10-15	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.11686	0.20778	full_february	DAY_OF_WEEK
2020-10-16	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.08366	0.19273	full_february	DAY_OF_WEEK
2020-10-17	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.18178	0.21804	full_february	DAY_OF_WEEK
2020-10-18	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.2182	0.2401	full_february	DAY_OF_WEEK
2020-10-19	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.1282	0.19982	full_february	DAY_OF_WEEK
2020-10-20	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.14913	0.16911	full_february	DAY_OF_WEEK
2020-10-21	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.13476	0.18322	full_february	DAY_OF_WEEK
2020-10-22	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.09646	0.18062	full_february	DAY_OF_WEEK
2020-10-23	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.049	0.19024	full_february	DAY_OF_WEEK
2020-10-24	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.19297	0.21409	full_february	DAY_OF_WEEK
2020-10-25	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.14147	0.20858	full_february	DAY_OF_WEEK
2020-10-26	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.18458	0.19007	full_february	DAY_OF_WEEK
2020-10-27	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.17684	0.19225	full_february	DAY_OF_WEEK
2020-10-28	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.15455	0.18845	full_february	DAY_OF_WEEK
2020-10-29	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.13644	0.19211	full_february	DAY_OF_WEEK
2020-10-30	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.32255	0.26532	full_february	DAY_OF_WEEK
2020-10-31	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.27519	0.23364	full_february	DAY_OF_WEEK
2020-11-01	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.28498	0.2535	full_february	DAY_OF_WEEK
2020-11-02	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.21587	0.19256	full_february	DAY_OF_WEEK
2020-11-03	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.22993	0.20389	full_february	DAY_OF_WEEK
2020-11-04	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.19115	0.18563	full_february	DAY_OF_WEEK
2020-11-05	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.20583	0.17223	full_february	DAY_OF_WEEK
2020-11-06	LKA	GADM	LKA.21.6_1	Thamankaduwa	-0.12873	0.1876	full_february	DAY_OF_WEEK
2020-03-01	LKA	GADM	LKA.22.11_1	Nattandiya	-0.18824	0.18264	full_february	DAY_OF_WEEK
2020-03-02	LKA	GADM	LKA.22.11_1	Nattandiya	0.01886	0.12268	full_february	DAY_OF_WEEK
2020-03-03	LKA	GADM	LKA.22.11_1	Nattandiya	0.00743	0.13255	full_february	DAY_OF_WEEK
2020-03-04	LKA	GADM	LKA.22.11_1	Nattandiya	0.0502	0.13633	full_february	DAY_OF_WEEK
2020-03-05	LKA	GADM	LKA.22.11_1	Nattandiya	-0.08647	0.15888	full_february	DAY_OF_WEEK
2020-03-06	LKA	GADM	LKA.22.11_1	Nattandiya	0.03194	0.15383	full_february	DAY_OF_WEEK
2020-03-07	LKA	GADM	LKA.22.11_1	Nattandiya	-0.06277	0.15547	full_february	DAY_OF_WEEK
2020-03-08	LKA	GADM	LKA.22.11_1	Nattandiya	0.07635	0.1482	full_february	DAY_OF_WEEK
2020-03-09	LKA	GADM	LKA.22.11_1	Nattandiya	-0.09695	0.17074	full_february	DAY_OF_WEEK
2020-03-10	LKA	GADM	LKA.22.11_1	Nattandiya	0.11346	0.11412	full_february	DAY_OF_WEEK
2020-03-11	LKA	GADM	LKA.22.11_1	Nattandiya	-0.00497	0.16281	full_february	DAY_OF_WEEK
2020-03-12	LKA	GADM	LKA.22.11_1	Nattandiya	-0.01606	0.15062	full_february	DAY_OF_WEEK
2020-03-13	LKA	GADM	LKA.22.11_1	Nattandiya	-0.04696	0.14387	full_february	DAY_OF_WEEK
2020-03-14	LKA	GADM	LKA.22.11_1	Nattandiya	-0.11712	0.17047	full_february	DAY_OF_WEEK
2020-03-15	LKA	GADM	LKA.22.11_1	Nattandiya	-0.25041	0.22018	full_february	DAY_OF_WEEK
2020-03-16	LKA	GADM	LKA.22.11_1	Nattandiya	-0.41804	0.24844	full_february	DAY_OF_WEEK
2020-03-17	LKA	GADM	LKA.22.11_1	Nattandiya	-0.27362	0.22931	full_february	DAY_OF_WEEK
2020-03-18	LKA	GADM	LKA.22.11_1	Nattandiya	-0.38741	0.23764	full_february	DAY_OF_WEEK
2020-03-19	LKA	GADM	LKA.22.11_1	Nattandiya	-0.59298	0.38206	full_february	DAY_OF_WEEK
2020-03-20	LKA	GADM	LKA.22.11_1	Nattandiya	-0.6533	0.41596	full_february	DAY_OF_WEEK
2020-03-21	LKA	GADM	LKA.22.11_1	Nattandiya	-0.8362	0.59203	full_february	DAY_OF_WEEK
2020-03-22	LKA	GADM	LKA.22.11_1	Nattandiya	-0.83221	0.62128	full_february	DAY_OF_WEEK
2020-03-23	LKA	GADM	LKA.22.11_1	Nattandiya	-0.76455	0.56348	full_february	DAY_OF_WEEK
2020-03-24	LKA	GADM	LKA.22.11_1	Nattandiya	-0.39918	0.24003	full_february	DAY_OF_WEEK
2020-03-25	LKA	GADM	LKA.22.11_1	Nattandiya	-0.8021	0.5827	full_february	DAY_OF_WEEK
2020-03-26	LKA	GADM	LKA.22.11_1	Nattandiya	-0.75994	0.53916	full_february	DAY_OF_WEEK
2020-03-27	LKA	GADM	LKA.22.11_1	Nattandiya	-0.47116	0.26029	full_february	DAY_OF_WEEK
2020-03-28	LKA	GADM	LKA.22.11_1	Nattandiya	-0.80916	0.60585	full_february	DAY_OF_WEEK
2020-03-29	LKA	GADM	LKA.22.11_1	Nattandiya	-0.81105	0.61508	full_february	DAY_OF_WEEK
2020-03-30	LKA	GADM	LKA.22.11_1	Nattandiya	-0.78164	0.58446	full_february	DAY_OF_WEEK
2020-03-31	LKA	GADM	LKA.22.11_1	Nattandiya	-0.80556	0.6114	full_february	DAY_OF_WEEK
2020-04-01	LKA	GADM	LKA.22.11_1	Nattandiya	-0.79334	0.58054	full_february	DAY_OF_WEEK
2020-04-02	LKA	GADM	LKA.22.11_1	Nattandiya	-0.77957	0.61134	full_february	DAY_OF_WEEK
2020-04-03	LKA	GADM	LKA.22.11_1	Nattandiya	-0.79083	0.55106	full_february	DAY_OF_WEEK
2020-04-04	LKA	GADM	LKA.22.11_1	Nattandiya	-0.81328	0.59056	full_february	DAY_OF_WEEK
2020-04-05	LKA	GADM	LKA.22.11_1	Nattandiya	-0.77815	0.58728	full_february	DAY_OF_WEEK
2020-04-06	LKA	GADM	LKA.22.11_1	Nattandiya	-0.72373	0.52227	full_february	DAY_OF_WEEK
2020-04-07	LKA	GADM	LKA.22.11_1	Nattandiya	-0.79674	0.58039	full_february	DAY_OF_WEEK
2020-04-08	LKA	GADM	LKA.22.11_1	Nattandiya	-0.78249	0.54514	full_february	DAY_OF_WEEK
2020-04-09	LKA	GADM	LKA.22.11_1	Nattandiya	-0.74528	0.5251	full_february	DAY_OF_WEEK
2020-04-10	LKA	GADM	LKA.22.11_1	Nattandiya	-0.76422	0.55359	full_february	DAY_OF_WEEK
2020-04-11	LKA	GADM	LKA.22.11_1	Nattandiya	-0.78469	0.52719	full_february	DAY_OF_WEEK
2020-04-12	LKA	GADM	LKA.22.11_1	Nattandiya	-0.74992	0.54165	full_february	DAY_OF_WEEK
2020-04-13	LKA	GADM	LKA.22.11_1	Nattandiya	-0.76965	0.54296	full_february	DAY_OF_WEEK
2020-04-14	LKA	GADM	LKA.22.11_1	Nattandiya	-0.77996	0.57049	full_february	DAY_OF_WEEK
2020-04-15	LKA	GADM	LKA.22.11_1	Nattandiya	-0.77078	0.55368	full_february	DAY_OF_WEEK
2020-04-16	LKA	GADM	LKA.22.11_1	Nattandiya	-0.70315	0.49043	full_february	DAY_OF_WEEK
2020-04-17	LKA	GADM	LKA.22.11_1	Nattandiya	-0.716	0.51974	full_february	DAY_OF_WEEK
2020-04-18	LKA	GADM	LKA.22.11_1	Nattandiya	-0.75983	0.50289	full_february	DAY_OF_WEEK
2020-04-19	LKA	GADM	LKA.22.11_1	Nattandiya	-0.71476	0.53665	full_february	DAY_OF_WEEK
2020-04-20	LKA	GADM	LKA.22.11_1	Nattandiya	-0.65126	0.4743	full_february	DAY_OF_WEEK
2020-04-21	LKA	GADM	LKA.22.11_1	Nattandiya	-0.64808	0.47883	full_february	DAY_OF_WEEK
2020-04-22	LKA	GADM	LKA.22.11_1	Nattandiya	-0.70326	0.48657	full_february	DAY_OF_WEEK
2020-04-23	LKA	GADM	LKA.22.11_1	Nattandiya	-0.68966	0.48615	full_february	DAY_OF_WEEK
2020-04-24	LKA	GADM	LKA.22.11_1	Nattandiya	-0.70331	0.46362	full_february	DAY_OF_WEEK
2020-04-25	LKA	GADM	LKA.22.11_1	Nattandiya	-0.75001	0.50303	full_february	DAY_OF_WEEK
2020-04-26	LKA	GADM	LKA.22.11_1	Nattandiya	-0.71137	0.55898	full_february	DAY_OF_WEEK
2020-04-27	LKA	GADM	LKA.22.11_1	Nattandiya	-0.69341	0.50245	full_february	DAY_OF_WEEK
2020-04-28	LKA	GADM	LKA.22.11_1	Nattandiya	-0.66579	0.45112	full_february	DAY_OF_WEEK
2020-04-29	LKA	GADM	LKA.22.11_1	Nattandiya	-0.69454	0.44128	full_february	DAY_OF_WEEK
2020-04-30	LKA	GADM	LKA.22.11_1	Nattandiya	-0.66104	0.45712	full_february	DAY_OF_WEEK
2020-05-01	LKA	GADM	LKA.22.11_1	Nattandiya	-0.73366	0.49619	full_february	DAY_OF_WEEK
2020-05-02	LKA	GADM	LKA.22.11_1	Nattandiya	-0.72691	0.4787	full_february	DAY_OF_WEEK
2020-05-03	LKA	GADM	LKA.22.11_1	Nattandiya	-0.70079	0.49334	full_february	DAY_OF_WEEK
2020-05-04	LKA	GADM	LKA.22.11_1	Nattandiya	-0.64455	0.42958	full_february	DAY_OF_WEEK
2020-05-05	LKA	GADM	LKA.22.11_1	Nattandiya	-0.64625	0.41253	full_february	DAY_OF_WEEK
2020-05-06	LKA	GADM	LKA.22.11_1	Nattandiya	-0.64603	0.43532	full_february	DAY_OF_WEEK
2020-05-07	LKA	GADM	LKA.22.11_1	Nattandiya	-0.73802	0.48508	full_february	DAY_OF_WEEK
2020-05-08	LKA	GADM	LKA.22.11_1	Nattandiya	-0.74239	0.48065	full_february	DAY_OF_WEEK
2020-05-09	LKA	GADM	LKA.22.11_1	Nattandiya	-0.67765	0.46169	full_february	DAY_OF_WEEK
2020-05-10	LKA	GADM	LKA.22.11_1	Nattandiya	-0.69277	0.48557	full_february	DAY_OF_WEEK
2020-05-11	LKA	GADM	LKA.22.11_1	Nattandiya	-0.31009	0.23685	full_february	DAY_OF_WEEK
2020-05-12	LKA	GADM	LKA.22.11_1	Nattandiya	-0.27963	0.24473	full_february	DAY_OF_WEEK
2020-05-13	LKA	GADM	LKA.22.11_1	Nattandiya	-0.39996	0.23558	full_february	DAY_OF_WEEK
2020-05-14	LKA	GADM	LKA.22.11_1	Nattandiya	-0.39925	0.25935	full_february	DAY_OF_WEEK
2020-05-15	LKA	GADM	LKA.22.11_1	Nattandiya	-0.39871	0.26164	full_february	DAY_OF_WEEK
2020-05-16	LKA	GADM	LKA.22.11_1	Nattandiya	-0.43067	0.27169	full_february	DAY_OF_WEEK
2020-05-17	LKA	GADM	LKA.22.11_1	Nattandiya	-0.72526	0.48231	full_february	DAY_OF_WEEK
2020-05-18	LKA	GADM	LKA.22.11_1	Nattandiya	-0.32422	0.23463	full_february	DAY_OF_WEEK
2020-05-19	LKA	GADM	LKA.22.11_1	Nattandiya	-0.35207	0.22951	full_february	DAY_OF_WEEK
2020-05-20	LKA	GADM	LKA.22.11_1	Nattandiya	-0.35405	0.20925	full_february	DAY_OF_WEEK
2020-05-21	LKA	GADM	LKA.22.11_1	Nattandiya	-0.30271	0.23439	full_february	DAY_OF_WEEK
2020-05-22	LKA	GADM	LKA.22.11_1	Nattandiya	-0.32528	0.22272	full_february	DAY_OF_WEEK
2020-05-23	LKA	GADM	LKA.22.11_1	Nattandiya	-0.28908	0.22484	full_february	DAY_OF_WEEK
2020-05-24	LKA	GADM	LKA.22.11_1	Nattandiya	-0.71054	0.49639	full_february	DAY_OF_WEEK
2020-05-25	LKA	GADM	LKA.22.11_1	Nattandiya	-0.70594	0.43295	full_february	DAY_OF_WEEK
2020-05-26	LKA	GADM	LKA.22.11_1	Nattandiya	-0.18728	0.20633	full_february	DAY_OF_WEEK
2020-05-27	LKA	GADM	LKA.22.11_1	Nattandiya	-0.27522	0.18458	full_february	DAY_OF_WEEK
2020-05-28	LKA	GADM	LKA.22.11_1	Nattandiya	-0.29258	0.19938	full_february	DAY_OF_WEEK
2020-05-29	LKA	GADM	LKA.22.11_1	Nattandiya	-0.26334	0.20249	full_february	DAY_OF_WEEK
2020-05-30	LKA	GADM	LKA.22.11_1	Nattandiya	-0.21023	0.20998	full_february	DAY_OF_WEEK
2020-05-31	LKA	GADM	LKA.22.11_1	Nattandiya	-0.67613	0.39739	full_february	DAY_OF_WEEK
2020-06-01	LKA	GADM	LKA.22.11_1	Nattandiya	-0.15061	0.2018	full_february	DAY_OF_WEEK
2020-06-02	LKA	GADM	LKA.22.11_1	Nattandiya	-0.12702	0.19239	full_february	DAY_OF_WEEK
2020-06-03	LKA	GADM	LKA.22.11_1	Nattandiya	-0.09092	0.171	full_february	DAY_OF_WEEK
2020-06-04	LKA	GADM	LKA.22.11_1	Nattandiya	-0.58498	0.35123	full_february	DAY_OF_WEEK
2020-06-05	LKA	GADM	LKA.22.11_1	Nattandiya	-0.73708	0.45905	full_february	DAY_OF_WEEK
2020-06-06	LKA	GADM	LKA.22.11_1	Nattandiya	-0.27534	0.22778	full_february	DAY_OF_WEEK
2020-06-07	LKA	GADM	LKA.22.11_1	Nattandiya	-0.34268	0.26041	full_february	DAY_OF_WEEK
2020-06-08	LKA	GADM	LKA.22.11_1	Nattandiya	-0.16692	0.20048	full_february	DAY_OF_WEEK
2020-06-09	LKA	GADM	LKA.22.11_1	Nattandiya	-0.17897	0.18615	full_february	DAY_OF_WEEK
2020-06-10	LKA	GADM	LKA.22.11_1	Nattandiya	-0.21996	0.18813	full_february	DAY_OF_WEEK
2020-06-11	LKA	GADM	LKA.22.11_1	Nattandiya	-0.07814	0.17736	full_february	DAY_OF_WEEK
2020-06-12	LKA	GADM	LKA.22.11_1	Nattandiya	-0.09517	0.1958	full_february	DAY_OF_WEEK
2020-06-13	LKA	GADM	LKA.22.11_1	Nattandiya	-0.14697	0.179	full_february	DAY_OF_WEEK
2020-06-14	LKA	GADM	LKA.22.11_1	Nattandiya	-0.23252	0.2193	full_february	DAY_OF_WEEK
2020-06-15	LKA	GADM	LKA.22.11_1	Nattandiya	-0.06413	0.17067	full_february	DAY_OF_WEEK
2020-06-16	LKA	GADM	LKA.22.11_1	Nattandiya	-0.02378	0.18593	full_february	DAY_OF_WEEK
2020-06-17	LKA	GADM	LKA.22.11_1	Nattandiya	-0.09705	0.18607	full_february	DAY_OF_WEEK
2020-06-18	LKA	GADM	LKA.22.11_1	Nattandiya	-0.14022	0.16645	full_february	DAY_OF_WEEK
2020-06-19	LKA	GADM	LKA.22.11_1	Nattandiya	-0.05282	0.16724	full_february	DAY_OF_WEEK
2020-06-20	LKA	GADM	LKA.22.11_1	Nattandiya	-0.13325	0.17843	full_february	DAY_OF_WEEK
2020-06-21	LKA	GADM	LKA.22.11_1	Nattandiya	-0.17615	0.20074	full_february	DAY_OF_WEEK
2020-06-22	LKA	GADM	LKA.22.11_1	Nattandiya	-0.03405	0.15136	full_february	DAY_OF_WEEK
2020-06-23	LKA	GADM	LKA.22.11_1	Nattandiya	-0.00328	0.16145	full_february	DAY_OF_WEEK
2020-06-24	LKA	GADM	LKA.22.11_1	Nattandiya	-0.09162	0.17971	full_february	DAY_OF_WEEK
2020-06-25	LKA	GADM	LKA.22.11_1	Nattandiya	-0.04448	0.17531	full_february	DAY_OF_WEEK
2020-06-26	LKA	GADM	LKA.22.11_1	Nattandiya	-0.07864	0.15835	full_february	DAY_OF_WEEK
2020-06-27	LKA	GADM	LKA.22.11_1	Nattandiya	-0.14535	0.17201	full_february	DAY_OF_WEEK
2020-06-28	LKA	GADM	LKA.22.11_1	Nattandiya	-0.14495	0.19064	full_february	DAY_OF_WEEK
2020-06-29	LKA	GADM	LKA.22.11_1	Nattandiya	-0.01521	0.12448	full_february	DAY_OF_WEEK
2020-06-30	LKA	GADM	LKA.22.11_1	Nattandiya	0.07506	0.1323	full_february	DAY_OF_WEEK
2020-07-01	LKA	GADM	LKA.22.11_1	Nattandiya	-0.04141	0.12529	full_february	DAY_OF_WEEK
2020-07-02	LKA	GADM	LKA.22.11_1	Nattandiya	-0.0834	0.16416	full_february	DAY_OF_WEEK
2020-07-03	LKA	GADM	LKA.22.11_1	Nattandiya	-0.05003	0.15963	full_february	DAY_OF_WEEK
2020-07-04	LKA	GADM	LKA.22.11_1	Nattandiya	-0.16767	0.21789	full_february	DAY_OF_WEEK
2020-07-05	LKA	GADM	LKA.22.11_1	Nattandiya	-0.13254	0.18623	full_february	DAY_OF_WEEK
2020-07-06	LKA	GADM	LKA.22.11_1	Nattandiya	-0.02783	0.12484	full_february	DAY_OF_WEEK
2020-07-07	LKA	GADM	LKA.22.11_1	Nattandiya	0.05331	0.14038	full_february	DAY_OF_WEEK
2020-07-08	LKA	GADM	LKA.22.11_1	Nattandiya	-0.07452	0.13544	full_february	DAY_OF_WEEK
2020-07-09	LKA	GADM	LKA.22.11_1	Nattandiya	-0.08722	0.15279	full_february	DAY_OF_WEEK
2020-07-10	LKA	GADM	LKA.22.11_1	Nattandiya	-0.06688	0.14194	full_february	DAY_OF_WEEK
2020-07-11	LKA	GADM	LKA.22.11_1	Nattandiya	0.02393	0.16204	full_february	DAY_OF_WEEK
2020-07-12	LKA	GADM	LKA.22.11_1	Nattandiya	-0.08769	0.1761	full_february	DAY_OF_WEEK
2020-07-13	LKA	GADM	LKA.22.11_1	Nattandiya	-0.09951	0.1435	full_february	DAY_OF_WEEK
2020-07-14	LKA	GADM	LKA.22.11_1	Nattandiya	-0.05077	0.18297	full_february	DAY_OF_WEEK
2020-07-15	LKA	GADM	LKA.22.11_1	Nattandiya	-0.09051	0.19183	full_february	DAY_OF_WEEK
2020-07-16	LKA	GADM	LKA.22.11_1	Nattandiya	-0.12055	0.16817	full_february	DAY_OF_WEEK
