ds	country	polygon_source	polygon_id	polygon_name	all_day_bing_tiles_visited_relative_change	all_day_ratio_single_tile_users	baseline_name	baseline_type
2020-04-24	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.33703	0.20625	full_february	DAY_OF_WEEK
2020-04-25	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.61866	0.39111	full_february	DAY_OF_WEEK
2020-04-26	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.60365	0.41056	full_february	DAY_OF_WEEK
2020-04-27	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.64045	0.38702	full_february	DAY_OF_WEEK
2020-04-28	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.24672	0.20824	full_february	DAY_OF_WEEK
2020-04-29	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.34244	0.21187	full_february	DAY_OF_WEEK
2020-04-30	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.31116	0.18072	full_february	DAY_OF_WEEK
2020-05-01	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.63673	0.38221	full_february	DAY_OF_WEEK
2020-05-02	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.65176	0.39718	full_february	DAY_OF_WEEK
2020-05-03	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.62503	0.41451	full_february	DAY_OF_WEEK
2020-05-04	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.27101	0.19817	full_february	DAY_OF_WEEK
2020-05-05	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.26991	0.18767	full_february	DAY_OF_WEEK
2020-05-06	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.1736	0.17337	full_february	DAY_OF_WEEK
2020-05-07	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.64218	0.35128	full_february	DAY_OF_WEEK
2020-05-08	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.64502	0.41164	full_february	DAY_OF_WEEK
2020-05-09	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.59297	0.37638	full_february	DAY_OF_WEEK
2020-05-10	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.57754	0.38749	full_february	DAY_OF_WEEK
2020-05-11	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.19896	0.18592	full_february	DAY_OF_WEEK
2020-05-12	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.15752	0.19223	full_february	DAY_OF_WEEK
2020-05-13	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.14183	0.19957	full_february	DAY_OF_WEEK
2020-05-14	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.2729	0.19854	full_february	DAY_OF_WEEK
2020-05-15	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.29372	0.18411	full_february	DAY_OF_WEEK
2020-05-16	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.16301	0.17775	full_february	DAY_OF_WEEK
2020-05-17	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.57572	0.33616	full_february	DAY_OF_WEEK
2020-05-18	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.18547	0.17327	full_february	DAY_OF_WEEK
2020-05-19	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.17344	0.17685	full_february	DAY_OF_WEEK
2020-05-20	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.14981	0.16888	full_february	DAY_OF_WEEK
2020-05-21	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.16466	0.15727	full_february	DAY_OF_WEEK
2020-05-22	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.18698	0.18961	full_february	DAY_OF_WEEK
2020-05-23	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.08841	0.17479	full_february	DAY_OF_WEEK
2020-05-24	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.50475	0.29049	full_february	DAY_OF_WEEK
2020-05-25	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.58187	0.3309	full_february	DAY_OF_WEEK
2020-05-26	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.09042	0.14953	full_february	DAY_OF_WEEK
2020-05-27	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.04292	0.14732	full_february	DAY_OF_WEEK
2020-05-28	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.14142	0.14734	full_february	DAY_OF_WEEK
2020-05-29	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.09808	0.17476	full_february	DAY_OF_WEEK
2020-05-30	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.03774	0.14407	full_february	DAY_OF_WEEK
2020-05-31	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.43397	0.25063	full_february	DAY_OF_WEEK
2020-06-01	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.11944	0.18084	full_february	DAY_OF_WEEK
2020-06-02	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.06928	0.15365	full_february	DAY_OF_WEEK
2020-06-03	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.04934	0.1544	full_february	DAY_OF_WEEK
2020-06-04	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.51009	0.26634	full_february	DAY_OF_WEEK
2020-06-05	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.60402	0.3325	full_february	DAY_OF_WEEK
2020-06-06	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.14826	0.18548	full_february	DAY_OF_WEEK
2020-06-07	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.00808	0.1678	full_february	DAY_OF_WEEK
2020-06-08	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.03333	0.15734	full_february	DAY_OF_WEEK
2020-06-09	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.04437	0.1732	full_february	DAY_OF_WEEK
2020-06-10	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.07442	0.16444	full_february	DAY_OF_WEEK
2020-06-11	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.1097	0.14331	full_february	DAY_OF_WEEK
2020-06-12	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.07177	0.13714	full_february	DAY_OF_WEEK
2020-06-13	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.03168	0.17539	full_february	DAY_OF_WEEK
2020-06-14	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.01726	0.18308	full_february	DAY_OF_WEEK
2020-06-15	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.01194	0.14297	full_february	DAY_OF_WEEK
2020-06-16	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.03759	0.16831	full_february	DAY_OF_WEEK
2020-06-17	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.02217	0.16013	full_february	DAY_OF_WEEK
2020-06-18	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.1093	0.15293	full_february	DAY_OF_WEEK
2020-06-19	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.0551	0.14698	full_february	DAY_OF_WEEK
2020-06-20	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.02725	0.15368	full_february	DAY_OF_WEEK
2020-06-21	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.08077	0.1691	full_february	DAY_OF_WEEK
2020-06-22	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.00778	0.14554	full_february	DAY_OF_WEEK
2020-06-23	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.04272	0.14825	full_february	DAY_OF_WEEK
2020-06-24	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.00947	0.14032	full_february	DAY_OF_WEEK
2020-06-25	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.02671	0.1567	full_february	DAY_OF_WEEK
2020-06-26	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.06022	0.15283	full_february	DAY_OF_WEEK
2020-06-27	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.04507	0.14588	full_february	DAY_OF_WEEK
2020-06-28	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.08297	0.15262	full_february	DAY_OF_WEEK
2020-06-29	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.00464	0.13953	full_february	DAY_OF_WEEK
2020-06-30	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.0872	0.1429	full_february	DAY_OF_WEEK
2020-07-01	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.01407	0.1787	full_february	DAY_OF_WEEK
2020-07-02	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.067	0.15595	full_february	DAY_OF_WEEK
2020-07-03	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.09571	0.1436	full_february	DAY_OF_WEEK
2020-07-04	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.02185	0.15362	full_february	DAY_OF_WEEK
2020-07-05	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.01371	0.12903	full_february	DAY_OF_WEEK
2020-07-06	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.08092	0.12612	full_february	DAY_OF_WEEK
2020-07-07	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.06541	0.14296	full_february	DAY_OF_WEEK
2020-07-08	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.02665	0.12386	full_february	DAY_OF_WEEK
2020-07-09	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.03578	0.14155	full_february	DAY_OF_WEEK
2020-07-10	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.02295	0.15017	full_february	DAY_OF_WEEK
2020-07-11	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.07052	0.13698	full_february	DAY_OF_WEEK
2020-07-12	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.07042	0.14456	full_february	DAY_OF_WEEK
2020-07-13	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.0309	0.14404	full_february	DAY_OF_WEEK
2020-07-14	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.06704	0.14526	full_february	DAY_OF_WEEK
2020-07-15	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.1585	0.13212	full_february	DAY_OF_WEEK
2020-07-16	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.0179	0.12861	full_february	DAY_OF_WEEK
2020-07-17	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.03469	0.14401	full_february	DAY_OF_WEEK
2020-07-18	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.06349	0.13439	full_february	DAY_OF_WEEK
2020-07-19	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.00815	0.15825	full_february	DAY_OF_WEEK
2020-07-20	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.06092	0.14269	full_february	DAY_OF_WEEK
2020-07-21	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.00536	0.13369	full_february	DAY_OF_WEEK
2020-07-22	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.12222	0.14849	full_february	DAY_OF_WEEK
2020-07-23	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.01952	0.13382	full_february	DAY_OF_WEEK
2020-07-24	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.04046	0.14495	full_february	DAY_OF_WEEK
2020-07-25	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.05808	0.12771	full_february	DAY_OF_WEEK
2020-07-26	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.01517	0.1421	full_february	DAY_OF_WEEK
2020-07-27	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.1255	0.11239	full_february	DAY_OF_WEEK
2020-07-28	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.13128	0.1261	full_february	DAY_OF_WEEK
2020-07-29	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.17427	0.10571	full_february	DAY_OF_WEEK
2020-07-30	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.19335	0.13354	full_february	DAY_OF_WEEK
2020-07-31	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.11283	0.12779	full_february	DAY_OF_WEEK
2020-08-01	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.07727	0.12288	full_february	DAY_OF_WEEK
2020-08-02	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.24656	0.1099	full_february	DAY_OF_WEEK
2020-08-03	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.16161	0.12597	full_february	DAY_OF_WEEK
2020-08-04	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.1587	0.12634	full_february	DAY_OF_WEEK
2020-08-05	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.06628	0.11827	full_february	DAY_OF_WEEK
2020-08-06	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.08212	0.11749	full_february	DAY_OF_WEEK
2020-08-07	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.08129	0.14859	full_february	DAY_OF_WEEK
2020-08-08	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.00928	0.13464	full_february	DAY_OF_WEEK
2020-08-09	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.07502	0.15525	full_february	DAY_OF_WEEK
2020-08-10	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.08494	0.13041	full_february	DAY_OF_WEEK
2020-08-11	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.00732	0.1369	full_february	DAY_OF_WEEK
2020-08-12	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.04838	0.14542	full_february	DAY_OF_WEEK
2020-08-13	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.03422	0.1406	full_february	DAY_OF_WEEK
2020-08-14	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.19619	0.12584	full_february	DAY_OF_WEEK
2020-08-15	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.10887	0.13653	full_february	DAY_OF_WEEK
2020-08-16	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.12122	0.16829	full_february	DAY_OF_WEEK
2020-08-17	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.01267	0.1138	full_february	DAY_OF_WEEK
2020-08-18	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.00228	0.1431	full_february	DAY_OF_WEEK
2020-08-19	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.11599	0.11434	full_february	DAY_OF_WEEK
2020-08-20	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.04574	0.1225	full_february	DAY_OF_WEEK
2020-08-21	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.08558	0.12412	full_february	DAY_OF_WEEK
2020-08-22	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.14883	0.13736	full_february	DAY_OF_WEEK
2020-08-23	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.14309	0.13187	full_february	DAY_OF_WEEK
2020-08-24	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.07825	0.118	full_february	DAY_OF_WEEK
2020-08-25	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.07366	0.12907	full_february	DAY_OF_WEEK
2020-08-26	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.12291	0.12528	full_february	DAY_OF_WEEK
2020-08-27	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.07036	0.12728	full_february	DAY_OF_WEEK
2020-08-28	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.16715	0.10486	full_february	DAY_OF_WEEK
2020-08-29	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.12422	0.10789	full_february	DAY_OF_WEEK
2020-08-30	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.10415	0.12039	full_february	DAY_OF_WEEK
2020-08-31	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.08537	0.11807	full_february	DAY_OF_WEEK
2020-09-01	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.00966	0.14403	full_february	DAY_OF_WEEK
2020-09-02	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.05512	0.1286	full_february	DAY_OF_WEEK
2020-09-03	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.03814	0.13478	full_february	DAY_OF_WEEK
2020-09-04	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.01189	0.1665	full_february	DAY_OF_WEEK
2020-09-05	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.0022	0.14117	full_february	DAY_OF_WEEK
2020-09-06	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.02661	0.16366	full_february	DAY_OF_WEEK
2020-09-07	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.05593	0.15151	full_february	DAY_OF_WEEK
2020-09-08	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.02708	0.13095	full_february	DAY_OF_WEEK
2020-09-09	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.05501	0.11065	full_february	DAY_OF_WEEK
2020-09-10	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.02198	0.11057	full_february	DAY_OF_WEEK
2020-09-11	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.09117	0.11083	full_february	DAY_OF_WEEK
2020-09-12	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.10208	0.11761	full_february	DAY_OF_WEEK
2020-09-13	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.07856	0.14097	full_february	DAY_OF_WEEK
2020-09-14	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.07572	0.12134	full_february	DAY_OF_WEEK
2020-09-15	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.11626	0.13598	full_february	DAY_OF_WEEK
2020-09-16	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.14415	0.1081	full_february	DAY_OF_WEEK
2020-09-17	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.03725	0.1187	full_february	DAY_OF_WEEK
2020-09-18	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.00208	0.1315	full_february	DAY_OF_WEEK
2020-09-19	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.0871	0.11607	full_february	DAY_OF_WEEK
2020-09-20	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.09609	0.13652	full_february	DAY_OF_WEEK
2020-09-21	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.11612	0.09964	full_february	DAY_OF_WEEK
2020-09-22	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.11525	0.12261	full_february	DAY_OF_WEEK
2020-09-23	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.0292	0.14132	full_february	DAY_OF_WEEK
2020-09-24	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.04701	0.1235	full_february	DAY_OF_WEEK
2020-09-25	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.07346	0.11894	full_february	DAY_OF_WEEK
2020-09-26	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.01413	0.12028	full_february	DAY_OF_WEEK
2020-09-27	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.06915	0.12306	full_february	DAY_OF_WEEK
2020-09-28	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.01706	0.11977	full_february	DAY_OF_WEEK
2020-09-29	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.15063	0.12243	full_february	DAY_OF_WEEK
2020-09-30	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.06918	0.09982	full_february	DAY_OF_WEEK
2020-10-01	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.04361	0.1103	full_february	DAY_OF_WEEK
2020-10-02	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.08385	0.12003	full_february	DAY_OF_WEEK
2020-10-03	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.11445	0.10503	full_february	DAY_OF_WEEK
2020-10-04	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.10357	0.12215	full_february	DAY_OF_WEEK
2020-10-05	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.00862	0.1114	full_february	DAY_OF_WEEK
2020-10-06	LKA	GADM	LKA.1.16_1	Sainthamarathu	0.03504	0.11848	full_february	DAY_OF_WEEK
2020-10-07	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.04086	0.13397	full_february	DAY_OF_WEEK
2020-10-08	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.0452	0.14169	full_february	DAY_OF_WEEK
2020-10-09	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.04194	0.15439	full_february	DAY_OF_WEEK
2020-10-10	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.10186	0.15565	full_february	DAY_OF_WEEK
2020-10-11	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.06679	0.14864	full_february	DAY_OF_WEEK
2020-10-12	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.06918	0.14028	full_february	DAY_OF_WEEK
2020-10-13	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.07958	0.15959	full_february	DAY_OF_WEEK
2020-10-14	LKA	GADM	LKA.1.16_1	Sainthamarathu	-0.01262	0.12488	full_february	DAY_OF_WEEK
