gnd_id,gnd_name,min_duration
LK-2103230,Kuragama North,0.289722222
LK-2103285,Marawanagoda,0.289722222
LK-2103315,Pallekotuwa,0.289722222
LK-2103090,Palukopi watta,0.289722222
LK-2103210,Paranagama,0.289722222
LK-2103220,Pavulpawa,0.289722222
LK-2103125,Pethigewela,0.289722222
LK-2103305,Poholiyadda,0.289722222
LK-2103155,Pubbiliya,0.289722222
LK-2103030,Rokhill,0.289722222
LK-2103010,Meegahahena,0.289722222
LK-2103100,Galagedara West,0.289722222
LK-2103265,Niyangoda,0.289722222
LK-2103180,Kinigama East,0.289722222
LK-2103300,Udahenepola,0.289722222
LK-2103295,Kuragama,0.289722222
LK-2134085,Pallepola,0.289722222
LK-2134225,Kandemeeya,0.289722222
LK-2103020,Kobbegala,0.289722222
LK-2134010,Aludeniya North,0.289722222
LK-2134235,Alagalla Ihala,0.289722222
LK-2134230,Alagalla Pahalagama,0.289722222
LK-2134020,Alakolamaditta,0.289722222
LK-2134015,Aludeniya South,0.289722222
LK-2134285,Aluthgama Ihala,0.289722222
LK-2134280,Aluthgama Pahala,0.289722222
LK-2134205,Ambawa,0.289722222
LK-2134025,Amboruwa,0.289722222
LK-2134260,Andiyathenna,0.289722222
LK-2134180,Avulbodale,0.289722222
LK-2134080,Damunupola,0.289722222
LK-2134200,Dedunupitiya Ihalagama,0.289722222
LK-2134075,Dedunupitiya Pahalagama,0.289722222
LK-2134050,Dunkumbura,0.289722222
LK-2134135,Eramuduliyadda,0.289722222
LK-2134030,Galdola,0.289722222
LK-2134040,Ilpemada,0.289722222
LK-2134065,Godathale,0.289722222
LK-2134115,Imbulethenna,0.289722222
LK-2134165,Handabowa,0.289722222
LK-2134100,Hatharaliyadda,0.289722222
LK-2134070,Kalotuwawa,0.289722222
LK-2134250,Pattapola Pahalagama,0.289722222
LK-2134105,Kanakkarapola North,0.289722222
LK-2134175,Kanakkarapola South,0.289722222
LK-2134275,Kithuldora,0.289722222
LK-2134265,Kolugala,0.289722222
LK-2134270,Kolugala Pahalagama,0.289722222
LK-2134240,Mudagammana,0.289722222
LK-2134185,Lechchimimenila,0.289722222
LK-2134110,Mawathagama,0.289722222
LK-2134140,Muruddeniya,0.289722222
LK-2134170,Meegasthenna,0.289722222
LK-2134095,Weligodapola,0.289722222
LK-2134060,Narangaspitiya,0.289722222
LK-2134055,Nikathenna,0.289722222
LK-2134005,Paragoda,0.289722222
LK-2134245,Pattapola Ihala,0.289722222
LK-2134220,Pelena,0.289722222
LK-2134215,Pelena Pahalagama,0.289722222
LK-2134035,Polwatta Ihalagama,0.289722222
LK-2134195,Rangamuwa,0.289722222
LK-2134150,Walpalagolla East,0.289722222
LK-2134120,Welivita Ihala North,0.289722222
LK-2134090,Welagama,0.289722222
LK-2134255,Welivita Pahalagama South,0.289722222
LK-2134190,Yaggala,0.289722222
LK-2103175,Kinigama West,0.289722222
LK-2103190,Uduwa,0.289722222
LK-2103235,Nikathenna,0.289722222
LK-2103115,Galagedara,0.289722222
LK-2103185,Pottila,0.289722222
LK-2103065,Namaltenna,0.289722222
LK-2103060,Kandanhena East,0.289722222
LK-2103330,Minigamuwa Ihala,0.289722222
LK-2103165,Barandara,0.289722222
LK-2103045,Haddapitiya,0.289722222
LK-2103080,Ban Anga,0.289722222
LK-2103035,Akkarawatta,0.289722222
LK-2103040,Bonakot,0.289722222
LK-2103070,Alawattegama,0.289722222
LK-2103025,Ambagahahena,0.289722222
LK-2103250,Dehideniya,0.289722222
LK-2103050,Delgasyaya,0.289722222
LK-2103275,Henegama Palkumbura,0.289722222
LK-2103260,Diyapalagoda,0.289722222
LK-2103240,Etambegoda,0.289722222
LK-2103085,Ethamulla,0.289722222
LK-2103110,Galagedara Madige South,0.289722222
LK-2103135,Gunadaha,0.289722222
LK-2103055,Gallenawatta,0.289722222
LK-2103150,Gangodapitiya,0.289722222
LK-2103205,Hithgodawalpola,0.289722222
LK-2103310,Hiyadala,0.289722222
LK-2103280,Idamegama,0.289722222
LK-2103170,Kaluwana,0.289722222
LK-2103255,Kandekumbura,0.289722222
LK-2103200,Naranwala,0.289722222
LK-2103160,Kannadeniya,0.289722222
LK-2103225,Kirindiwelpola,0.289722222
LK-2103075,Kumburegama,0.289722222
LK-2103195,Medagoda Ihala,0.289722222
LK-2103325,Minigamuwa,0.289722222
LK-2103140,Medagoda Pahala,0.289722222
LK-2103005,Meegahahena South,0.289722222
LK-2103270,Niyambepola,0.289722222
LK-2103145,Opalla,0.289722222
LK-2103245,Thahalpitiya,0.289722222
LK-2103335,Thennewela,0.289722222
LK-2103130,Udalagama,0.289722222
LK-2103105,Udapitiya,0.289722222
LK-2103215,Wettewa,0.289722222
LK-2312120,Drayton,0.289444444
LK-5251005,Kandahindagama,0.289444444
LK-7115085,Ashokaramaya,0.289444444
LK-9142175,Rakwana North,0.289444444
LK-9115050,Pidaligannawela,0.289444444
LK-8130075,Welimada Town,0.289166667
LK-5203065,Wewmedagama,0.288611111
LK-5327165,Peruveli,0.288611111
LK-3312010,Ketenwewa,0.288611111
LK-2115035,Beddegama,0.288611111
LK-9127045,Dellabada,0.288611111
LK-8221075,Buduruwagala,0.288333333
LK-2151130,Godagama,0.288055556
LK-7218020,Konduruwawa,0.288055556
LK-6130315,Bogamuwa,0.288055556
LK-2118230,Kevulgama,0.288055556
LK-2221045,Thibbatukanatha,0.287777778
LK-7115055,Galkadawala,0.287777778
LK-6149025,Mahakeliya,0.2875
LK-6149085,Weudagama,0.2875
LK-6166005,Lokahettiya,0.2875
LK-6149170,Siwallawagedara,0.2875
LK-6149015,Pahala Imiyangoda,0.2875
LK-6149045,Bamunakotuwa,0.2875
LK-6149115,Bogoda,0.2875
LK-6149140,Dampitiya,0.2875
LK-6149160,Demataluwa,0.2875
LK-6149180,Divulgaspitiya,0.2875
LK-6149005,Erihabe,0.2875
LK-6149145,Ethanawatta,0.2875
LK-6149135,Henegedara,0.2875
LK-6149175,Homathagama,0.2875
LK-6149040,Kadiharaya,0.2875
LK-6149165,Kanotuwa,0.2875
LK-6149035,Nathagane,0.2875
LK-6149105,Kedapath Vehera,0.2875
LK-6149030,Kelimune,0.2875
LK-6149130,Mirihampitiya,0.2875
LK-6149050,Moonamale Palatha,0.2875
LK-6149125,Nawagatta,0.2875
LK-6149080,Nelunkanuwa,0.2875
LK-6149070,Pahala Kolamunna,0.2875
LK-6149110,Rukattane,0.2875
LK-6149010,Panawa,0.2875
LK-6149155,Pallawa Dampitiya,0.2875
LK-6149095,Panadare,0.2875
LK-6149090,Panagamuwa,0.2875
LK-6149075,Wathukana,0.2875
LK-6149065,Panakaduwa,0.2875
LK-6149055,Thalgahagama,0.2875
LK-6149100,Walaliya,0.2875
LK-6149020,Walpola,0.2875
LK-6149150,Wedanda,0.2875
LK-6166130,Ranjanagama,0.2875
LK-6166060,Sandagala North,0.2875
LK-6166045,Yalawa,0.2875
LK-6166090,Hanwella,0.2875
LK-6166115,Bulupitiya,0.2875
LK-6166145,Ambahera,0.2875
LK-6166180,Algama,0.2875
LK-6166020,Bamunugedara,0.2875
LK-6166075,Clovis Watta,0.2875
LK-6166065,Damunugala,0.2875
LK-6166155,Dehikumbura,0.2875
LK-6166150,Galabadagama,0.2875
LK-6166025,Gallehera,0.2875
LK-6166100,Ginipenda,0.2875
LK-6166140,Godavita,0.2875
LK-6166040,Gonawa,0.2875
LK-6166095,Hurukggamuwa,0.2875
LK-6166030,Kadadunna,0.2875
LK-6166185,Kaduruwella,0.2875
LK-6166105,Kalugamuwa,0.2875
LK-6166055,Sandagala South,0.2875
LK-6166135,Kanumale,0.2875
LK-6166190,Sevendana,0.2875
LK-6166050,Madawala North,0.2875
LK-6166080,Madawala South,0.2875
LK-6166070,Piduruwella,0.2875
LK-6166010,Medagama,0.2875
LK-6166085,Mudunna,0.2875
LK-6166175,Parakumbura,0.2875
LK-6166015,Pathinwatta,0.2875
LK-6166160,Poogalla,0.2875
LK-6166170,Thammita,0.2875
LK-6166165,Udugama,0.2875
LK-6166120,Uhumeeya,0.2875
LK-6166035,Weerambugedara,0.2875
LK-6166125,Wewelpola,0.2875
LK-6166110,Yanthampola,0.2875
LK-8103070,Girandurukotte,0.2875
LK-9230160,Hinguralakanda West,0.2875
LK-6149120,Hanhamunawa,0.2875
LK-6149060,Ganthiriyawa,0.2875
LK-2145110,Ethulgama North,0.287222222
LK-3312080,Pahala Beragama,0.286944444
LK-6130170,Pudukkulama,0.286666667
LK-8212105,Karambagoda,0.286666667
LK-7124085,Rathmale,0.286388889
LK-9203095,Hangawela,0.286388889
LK-5203030,Lihiniyagama,0.286111111
LK-8142085,Kelipanawela,0.286111111
LK-8142040,Lemasthota,0.286111111
LK-8206170,Dambagalla,0.286111111
LK-9139045,Panapitiya North,0.285833333
LK-9133025,Samanpura,0.285833333
LK-2312090,Thalawakele,0.285555556
LK-9151005,Buluthota,0.285555556
LK-3221120,Meeruppa,0.285277778
LK-3221020,Puhulahena,0.285277778
LK-3221170,Maduragoda,0.285277778
LK-3221190,Denipitiya East,0.285277778
LK-3221075,Kokmaduwa North,0.285277778
LK-3221070,Bathalahena,0.285277778
LK-3221095,Beraleliya,0.285277778
LK-3221165,Borala,0.285277778
LK-3221180,Denipitiya Central,0.285277778
LK-3221185,Denipitiya West,0.285277778
LK-3221065,Hallala,0.285277778
LK-3221155,Ibbawala,0.285277778
LK-3221085,Jamburegoda East,0.285277778
LK-3221010,Nivithiwelbokka,0.285277778
LK-3221100,Jayawickramapura,0.285277778
LK-3221135,Moonamalpe,0.285277778
LK-3221035,Nalawana,0.285277778
LK-3221090,Padili Kokmaduwa,0.285277778
LK-3221145,Palalla,0.285277778
LK-3221045,Penetiyana East,0.285277778
LK-3221040,Penetiyana West,0.285277778
LK-3221015,Poramba Kananke North,0.285277778
LK-3221025,Poramba Kananke South,0.285277778
LK-3221080,Sahabandu Kokmaduwa,0.285277778
LK-3221055,Udukawa North,0.285277778
LK-3221060,Udukawa South,0.285277778
LK-3221125,Uruvitiya,0.285277778
LK-3221160,Vilegoda,0.285277778
LK-3221005,Wahala Kananke North,0.285277778
LK-3221030,Wahala Kananke South,0.285277778
LK-3221110,Warakapitiya East,0.285277778
LK-3221105,Warakapitiya North,0.285277778
LK-3221115,Warakapitiya South,0.285277778
LK-3221140,Welipitiya,0.285277778
LK-3221050,Wellana,0.285277778
LK-3221150,Jamburegoda West,0.285277778
LK-3221175,Kapuwatta,0.285277778
LK-3221130,Watagedaramulla,0.285277778
LK-2148005,Perawatta West,0.285
LK-4209060,Maluvarayarkaddayadampan,0.285
LK-9151100,Ullinduwawa,0.285
LK-3209085,Ginnaliya South,0.285
LK-9148085,Panamura,0.284722222
LK-3124105,Gonadeniya,0.284722222
LK-3303100,Habarattawala,0.284444444
LK-4412090,Panikkankulam,0.284444444
LK-2130205,Bowala,0.284166667
LK-2209165,Pilihudugolla Pahalagama,0.283888889
LK-8221110,Maha Aragama,0.283888889
LK-1115290,Thunnana East,0.283888889
LK-1221035,Dehiyagatha South,0.283611111
LK-1221110,Ja-Ela,0.283611111
LK-1218215,Evariwatta,0.283611111
LK-1218110,Heenkenda,0.283611111
LK-1218095,Horape,0.283611111
LK-1218090,Horapethuduwa,0.283611111
LK-1218135,Kerawalapitiya,0.283611111
LK-1218100,Kurukulawa North,0.283611111
LK-1218105,Kurukulawa South,0.283611111
LK-1218170,Mabola,0.283611111
LK-1221200,Polpitimookalana,0.283611111
LK-1221040,Kudahakapola South,0.283611111
LK-1221260,Narangodapaluwa East,0.283611111
LK-1221075,Alexendrawatta,0.283611111
LK-1221190,Hapugoda Central,0.283611111
LK-1221195,Batagama South,0.283611111
LK-1221205,Batuwatta West,0.283611111
LK-1221280,Dambuwa,0.283611111
LK-1221010,Dandugama,0.283611111
LK-1221145,Dolahena,0.283611111
LK-1221030,Ekala,0.283611111
LK-1221045,Ekala Kurunduwatta,0.283611111
LK-1221225,Hapugoda East,0.283611111
LK-1221140,Indiminna,0.283611111
LK-1221120,Indivitiya,0.283611111
LK-1221235,Jayasamarugama,0.283611111
LK-1218220,Telangapatha,0.283611111
LK-1221220,Jayasrigama,0.283611111
LK-1218200,Thimbirigasyaya,0.283611111
LK-1221160,Kalaeliya,0.283611111
LK-1221175,Kandana East,0.283611111
LK-1221180,Kandana West,0.283611111
LK-1221070,Kanuwana,0.283611111
LK-1221275,Ketagewatta,0.283611111
LK-1221105,Maeliya,0.283611111
LK-1221130,Weligampitiya South,0.283611111
LK-1218075,Uswetakeiyawa,0.283611111
LK-1218115,Thuduwegedara,0.283611111
LK-1221255,Narangodapaluwa West,0.283611111
LK-1221090,Nivandama North,0.283611111
LK-1221270,Ragama,0.283611111
LK-1221055,Thudella North,0.283611111
LK-1218180,Wattala,0.283611111
LK-1221125,Wewala,0.283611111
LK-1221135,Thumpeliya,0.283611111
LK-1221185,Uswatta,0.283611111
LK-1221050,Vishakawatta,0.283611111
LK-1221215,Walpola East,0.283611111
LK-1221250,Walpola West,0.283611111
LK-1221115,Weligampitiya North,0.283611111
LK-1218175,Welikadamulla,0.283611111
LK-1218065,Welisara,0.283611111
LK-1221165,Nedurupitiya,0.283611111
LK-1221085,Yakkaduwa,0.283611111
LK-1218145,Balagala,0.283611111
LK-7218140,Kirioya,0.283611111
LK-1218025,Bopitiyathuduwa,0.283611111
LK-1218015,Delathura West,0.283611111
LK-1218060,Elehiwatta,0.283611111
LK-1218120,Galudupita,0.283611111
LK-1218225,Galwetiya,0.283611111
LK-1218230,Hekitta,0.283611111
LK-1218190,Hendala South,0.283611111
LK-1218130,Kerangapokuna,0.283611111
LK-1218210,Kurunduhena,0.283611111
LK-1218205,Palliyawatta South,0.283611111
LK-1218050,Kunjawatta,0.283611111
LK-1218055,Mangulpokuna,0.283611111
LK-1218010,Maha Pamunugama,0.283611111
LK-1221245,Podiveekumbura,0.283611111
LK-3124110,Ukovita North,0.283611111
LK-1218140,Matagoda,0.283611111
LK-1218165,Nayakakanda North,0.283611111
LK-1218195,Nayakakanda South,0.283611111
LK-1218045,Nugape,0.283611111
LK-1218155,Palliyawatta North,0.283611111
LK-1218005,Pamunugama,0.283611111
LK-1218040,Paranambalama,0.283611111
LK-1218070,Pattiyawala,0.283611111
LK-1221065,Thudella South,0.283611111
LK-1221240,Peralanda,0.283611111
LK-1221155,Kapuwatta,0.283611111
LK-1218085,Elapitiwala,0.283611111
LK-1218030,Bopitiya,0.283611111
LK-1218020,Delathura East,0.283611111
LK-1218185,Hendala North,0.283611111
LK-1218125,Mattumagala,0.283611111
LK-1218080,Mahabage,0.283611111
LK-1218035,Pulluhena,0.283611111
LK-1221095,Nivandama South,0.283611111
LK-1218160,Elakanda,0.283611111
LK-1221080,Bandigoda,0.283611111
LK-1221100,Batagama North,0.283611111
LK-1221150,Hapugoda West,0.283611111
LK-1221210,Batuwatta East,0.283611111
LK-1221015,Dehiyagatha North,0.283611111
LK-1221025,Gallawatta,0.283611111
LK-1221020,Kudahakapola North,0.283611111
LK-1221005,Mahawatta,0.283611111
LK-1221230,Nagoda,0.283611111
LK-1221285,Rampitiya,0.283611111
LK-1221170,Rilavulla,0.283611111
LK-1221265,Thewatta,0.283611111
LK-1221060,Thudella West,0.283611111
LK-1218150,Dikovita,0.283611111
LK-9227135,Ganepalla,0.283333333
LK-6245205,Bolawatta,0.283333333
LK-6245130,Dummaladeniya North,0.283333333
LK-6245030,Sirigampola South,0.283333333
LK-6245195,Mirissankotuwa North,0.283333333
LK-6245015,Udasirigama,0.283333333
LK-6245060,Ulhitiyawa West,0.283333333
LK-6245010,Kolinjadiya North,0.283333333
LK-6245065,Ulhitiyawa North,0.283333333
LK-6245025,Lunuvila East,0.283333333
LK-6245185,Nainamadama West,0.283333333
LK-6245095,Bandirippuwa North,0.283333333
LK-6245070,Meda Ulhitiyawa,0.283333333
LK-6245100,Bandirippuwa West,0.283333333
LK-6245225,Angampitiya West,0.283333333
LK-6245250,Bolana,0.283333333
LK-6245230,Aluttota,0.283333333
LK-6245135,Bandirippuwa East,0.283333333
LK-6245220,Angampitiya East,0.283333333
LK-6245200,Mirissankotuwa South,0.283333333
LK-6245175,Boralessa East,0.283333333
LK-6245170,Boralessa North,0.283333333
LK-6245180,Boralessa South,0.283333333
LK-6245190,Nainamadama East,0.283333333
LK-6245165,Boralessa West,0.283333333
LK-6245140,Dummaladeniya East,0.283333333
LK-6245145,Dummaladeniya South,0.283333333
LK-6245120,Dummaladeniya West,0.283333333
LK-6245160,Hanathotupola,0.283333333
LK-6245115,Kadawatha,0.283333333
LK-6245080,Meda Wennappuwa,0.283333333
LK-6245215,Kammala,0.283333333
LK-6245050,Kolinjadiya East,0.283333333
LK-6245055,Kolinjadiya South,0.283333333
LK-6245005,Kolinjadiya West,0.283333333
LK-6245090,Lunuwila South,0.283333333
LK-6245040,Lunuwila West,0.283333333
LK-6245125,Meda Dummaladeniya,0.283333333
LK-6245035,Meda Lunuwila,0.283333333
LK-6245155,Meda Nainamadama,0.283333333
LK-6245210,Rangammulla,0.283333333
LK-6245110,Ulhitiyawa South,0.283333333
LK-6245235,Sindathriya,0.283333333
LK-6245020,Sirigampala North,0.283333333
LK-6245255,Thambarawila,0.283333333
LK-6245260,Thopputhota,0.283333333
LK-6245240,Waikkala North,0.283333333
LK-6245245,Waikkala South,0.283333333
LK-6245150,Wellamankaraya,0.283333333
LK-6245085,Wennappuwa East,0.283333333
LK-6245045,Wennappuwa North,0.283333333
LK-6245105,Wennappuwa South,0.283333333
LK-6245075,Wennappuwa West,0.283333333
LK-3312015,Thammennawa,0.283055556
LK-7215190,Kaduruwela South,0.283055556
LK-9148015,Panahaduwa,0.283055556
LK-9118190,Pallekanda,0.283055556
LK-8142145,Harankahawa,0.283055556
LK-8142010,Kalupahana,0.283055556
LK-2303235,Malhewa,0.282777778
LK-8119070,Gallulla,0.282777778
LK-2212025,Mananwatta,0.2825
LK-9233045,Deraniyagala,0.2825
LK-2212015,Aluthgama,0.281666667
LK-6163155,Warakawehera,0.281666667
LK-9112240,Ethoya,0.281666667
LK-6130360,Bakmeegolla,0.281388889
LK-3306090,Mihindupura,0.281388889
LK-8206050,Thampalawela,0.281388889
LK-2121165,Waragolla,0.281111111
LK-2203285,Wegodapola,0.280833333
LK-3309185,Rathnelumwalayaya,0.280833333
LK-8218140,Miyanakadura,0.280833333
LK-7124180,Dekethipothana,0.280833333
LK-2209120,Millagahamula Thenna,0.280555556
LK-6203065,Palliwasalthure,0.280555556
LK-3303025,Weliwewa,0.280555556
LK-8212235,Wijayapura,0.280555556
LK-5212170,Galahitiyagoda,0.28
LK-8119020,Wewabedda,0.28
LK-8130120,Dambavinna,0.28
LK-2315245,New Weligama,0.279444444
LK-2306470,Ehelamalpe,0.279444444
LK-7124185,Dematawewa,0.279444444
LK-7215215,Thopawewa,0.279444444
LK-9127040,Weragama,0.279444444
LK-9139105,Pannila,0.279444444
LK-8142070,Divulgasmulla,0.279444444
LK-2203055,Meewalapathaha,0.279166667
LK-8209110,Thimbiriya,0.279166667
LK-8209105,Thambana,0.279166667
LK-9230155,Panawala,0.279166667
LK-4309050,Kallikulam,0.278888889
LK-4306025,Pavakkulam South Bank - Track 07,0.278888889
LK-4306035,Acres 20 - 40 - 60,0.278888889
LK-2227140,Perakanatta,0.278888889
LK-4309020,Arumuhathanputhukulam,0.278888889
LK-4306045,Madukanda,0.278888889
LK-4309025,Semamadhu,0.278888889
LK-4309045,Ilamaruthankulam,0.278888889
LK-4309125,Kalmadu,0.278888889
LK-4309085,Katharsinnakulam,0.278888889
LK-4309185,Asikulam,0.278888889
LK-4309120,Echchankulam,0.278888889
LK-4309170,Kandapuram,0.278888889
LK-4309030,Maligai,0.278888889
LK-4309150,Koomankulam,0.278888889
LK-4309155,Kovilkulam,0.278888889
LK-4309080,Maharambaikulam,0.278888889
LK-4309070,Marekkarampalai,0.278888889
LK-4309010,Maruthamadhu,0.278888889
LK-4309015,Panrikkeithakulam,0.278888889
LK-4309165,Moonrumurippu,0.278888889
LK-4309055,Nochchimoddai,0.278888889
LK-4309105,Omanthai,0.278888889
LK-4309005,Palamoddai,0.278888889
LK-4309140,Pampaimadu,0.278888889
LK-4309200,Pandarikkulam,0.278888889
LK-4309060,Paranaddakal,0.278888889
LK-4309095,Pattanichchi puliyankulam,0.278888889
LK-4309130,Poovarasankulam,0.278888889
LK-4309065,Puthukkulam,0.278888889
LK-4309145,Rajendrankulam,0.278888889
LK-4309110,Salambaikkulam,0.278888889
LK-4309180,Samalankulam,0.278888889
LK-4309175,Thonikal,0.278888889
LK-4309115,Sasthirikoolankulam,0.278888889
LK-4309075,Thandikulam,0.278888889
LK-4309100,Vavuniya Town,0.278888889
LK-4309205,Vavuniya Town North,0.278888889
LK-4309210,Velankulam,0.278888889
LK-4309160,Velikulam,0.278888889
LK-4303075,Nainamadu,0.278888889
LK-4306040,Acres 400,0.278888889
LK-4306100,Agbopura,0.278888889
LK-4306055,Alagalla,0.278888889
LK-4306060,Avusathapitiya,0.278888889
LK-4306030,Awaranthulawa,0.278888889
LK-4306050,Eramperiyakulama,0.278888889
LK-4306085,Mahakachchikodiya,0.278888889
LK-4306075,Mahamylankulama,0.278888889
LK-4306070,Nedunkulam,0.278888889
LK-4306080,Mamaduwa,0.278888889
LK-4306020,Maradanmaduwa,0.278888889
LK-4306005,Periya Ulukkulama,0.278888889
LK-4306095,Pirappanmaduwa,0.278888889
LK-4306010,Poomaduwa,0.278888889
LK-4306090,Pudubulankulama,0.278888889
LK-4306015,Rankethgama,0.278888889
LK-4309035,Mahilankulam,0.278888889
LK-4309040,Maruthankulam,0.278888889
LK-4309190,Rambaikulam,0.278888889
LK-4309135,Sekkadipulavu,0.278888889
LK-4309195,Vairavapuliyankulam,0.278888889
LK-4309090,Nelukkulam,0.278888889
LK-4306065,Kalukunnammaduwa,0.278888889
LK-9142170,Rakwana South,0.278888889
LK-2130215,Heeressagala,0.278611111
LK-2206100,Welihena,0.278611111
LK-2303070,Ramboda,0.278611111
LK-9115190,Thotapalla,0.278611111
LK-9106050,Devipahala,0.278611111
LK-3315035,Mahajandura,0.278611111
LK-4212095,Nanaddan,0.278611111
LK-5112085,Koduwamadu,0.278333333
LK-5206055,Pallegama,0.278333333
LK-2157005,Pallegama,0.278055556
LK-1230080,Rambutanwatta,0.278055556
LK-7212235,Alawakumbura,0.278055556
LK-3121105,Miyanawathura,0.278055556
LK-8118195,Bibilegama East,0.277777778
LK-8224010,Horabokka,0.277777778
LK-1115235,Digana,0.277777778
LK-2315165,Rosella,0.2775
LK-2303195,Maswela,0.2775
LK-5209060,Dambadeniya,0.2775
LK-9118265,Horaketiya,0.2775
LK-8124115,Gawela,0.2775
LK-8212205,Siripura,0.2775
LK-2130160,Suduhumpala East,0.277222222
LK-7212185,Nidanwala,0.277222222
LK-8206020,Inginiyagala,0.276944444
LK-7124010,Wahalkada D 1,0.276944444
LK-9145145,Galpaya,0.276944444
LK-8130090,Puhulpola,0.276944444
LK-4209050,Periya-Pandivirichchan West,0.276666667
LK-3312075,Arawanamulla,0.276666667
LK-5209045,Samagipura,0.276388889
LK-6163230,Hunugalkadulla,0.276388889
LK-2309275,Liyanwela Ihalagama,0.276111111
LK-2309550,Kurupanawela,0.276111111
LK-8124125,Neludanda,0.276111111
LK-1115255,Kahahena,0.276111111
LK-2306175,Dolugala,0.275833333
LK-2124400,Rajagala,0.275833333
LK-3203110,Thennahena,0.275833333
LK-8103170,Dambagolla,0.275833333
LK-3124135,Udugama,0.275555556
LK-6236175,Egodayagama,0.275277778
LK-6236070,Rathnagiriya,0.275277778
LK-6236145,Erunvila,0.275277778
LK-6236230,Pookulama,0.275277778
LK-6236050,Thambagalla Watta,0.275277778
LK-6236055,Medagama,0.275277778
LK-6236080,Kuda Bingiriya,0.275277778
LK-6236180,Pattiyagama,0.275277778
LK-6236235,Nelumpokuna,0.275277778
LK-6236210,Pallakele,0.275277778
LK-6236040,Thambagalla West,0.275277778
LK-6236245,Thaniwellegama,0.275277778
LK-6236110,Sembukattiya,0.275277778
LK-6236200,Suduwella,0.275277778
LK-6236045,Thambagalla,0.275277778
LK-6236155,Galahitiyawa,0.275277778
LK-6236185,Ihalagama,0.275277778
LK-6236085,Indigasvila,0.275277778
LK-6236005,Athuwana,0.275277778
LK-6236215,Galmuruwa South,0.275277778
LK-6236105,Hareendragama,0.275277778
LK-6236035,Dematapitiya,0.275277778
LK-6236120,Heen Agara,0.275277778
LK-6236220,Henapola,0.275277778
LK-6236165,Irattakulama North,0.275277778
LK-6236170,Irattakulama South,0.275277778
LK-6236125,Kachchakadduwa,0.275277778
LK-6236150,Karukkuwa,0.275277778
LK-6236140,Karukkuwatawana,0.275277778
LK-6236020,Kongasyaya,0.275277778
LK-6236135,Kudirippuwa,0.275277778
LK-6236240,Mahabaddegama,0.275277778
LK-6236010,Mahagama North,0.275277778
LK-6236015,Mahagama South,0.275277778
LK-6236030,Manakkulama,0.275277778
LK-6236160,Maraggalagama,0.275277778
LK-6236225,Mugunuwatawana,0.275277778
LK-6236075,Nankadawara,0.275277778
LK-6236095,Pambala,0.275277778
LK-6236100,Pambala South,0.275277778
LK-6236060,Panirendawa,0.275277778
LK-6236025,Ponnankanniya,0.275277778
LK-6236205,Pothuvila,0.275277778
LK-6236065,Rathmal Agara,0.275277778
LK-6236115,Uraliya,0.275277778
LK-6236190,Uraliyagara,0.275277778
LK-6236090,Walahena,0.275277778
LK-8215040,Hidikivula,0.275277778
LK-6236130,Galmuruwa North,0.275277778
LK-6236195,Mellawagara,0.275277778
LK-3203015,Ambewela,0.275
LK-8103030,Ginnoruwa,0.275
LK-2145170,Moragolla,0.274722222
LK-9151140,Omalpe,0.274722222
LK-2209125,Medapihilla,0.274444444
LK-7215235,Ganangolla,0.274444444
LK-8121030,Sirimalgoda,0.274444444
LK-6130025,Polkatuwa,0.274166667
LK-1115260,Neluwattuduwa,0.274166667
LK-5203025,Mawanagama,0.273888889
LK-8121015,Medapathana,0.273888889
LK-6163325,Kiribathgalla,0.273888889
LK-6163150,Rambukandana,0.273888889
LK-8106055,Kudalunuka,0.273888889
LK-2142085,Atuwewatta,0.273611111
LK-7115020,Aluthgama,0.273611111
LK-3306125,Keerthipura,0.273611111
LK-8206145,Alugalge,0.273611111
LK-2306620,Medawela,0.273055556
LK-3309135,Thissapura,0.273055556
LK-3203135,Paradupalla,0.273055556
LK-2130025,Wattaranthenna,0.272777778
LK-7212280,Selasumgama,0.272777778
LK-2130245,Ampitiya Pallegama,0.272777778
LK-3203075,Kodikaragoda East,0.272777778
LK-2306180,Deliwala,0.2725
LK-2212190,Kinigama,0.271944444
LK-7127185,Nuwaraeli Colony,0.271944444
LK-4209005,Palampiddy,0.271944444
LK-9133055,Wewagama,0.271944444
LK-9106085,Kiragala,0.271944444
LK-7121075,Thallattewa,0.271666667
LK-3154015,Unawatuna West,0.271388889
LK-3154245,Piyadigama West,0.271388889
LK-9112110,Ellegedara,0.271388889
LK-3154035,Unawatuna Central,0.271388889
LK-3151185,Horadugoda,0.271388889
LK-3151010,Mayakaduwa,0.271388889
LK-3154030,Dalawella,0.271388889
LK-3154175,Atadahewathugoda,0.271388889
LK-3154275,Ahangama Central,0.271388889
LK-3154290,Ahangama East,0.271388889
LK-3154210,Ahangama Nakanda,0.271388889
LK-3154220,Ahangamgoda,0.271388889
LK-3154195,Alawathuthisgoda,0.271388889
LK-3154115,Annasiwathugoda,0.271388889
LK-3154070,Attaragoda,0.271388889
LK-3154105,Bogahamulugoda,0.271388889
LK-3154010,Bonavistawa,0.271388889
LK-3154225,Danduhela,0.271388889
LK-3154280,Digaredda,0.271388889
LK-3154295,Goviyapana,0.271388889
LK-3154065,Dodampe,0.271388889
LK-3154265,Dommannegoda,0.271388889
