gnd_id,gnd_name,min_duration
LK-1339050,Bothalawa,0.493888889
LK-1339220,Gammana East,0.493888889
LK-1339230,Gorakadoowa,0.493888889
LK-1339260,Gorakadoowa,0.493888889
LK-1339280,Gulanawatta,0.493888889
LK-1339125,Ittapana East,0.493888889
LK-1339140,Gulavita North,0.493888889
LK-1339205,Gulavita South,0.493888889
LK-1339090,Halwala,0.493888889
LK-1339070,Halwalakele Malwathukanda,0.493888889
LK-1339290,Ihala Hewessa,0.493888889
LK-1339240,Katudora,0.493888889
LK-1339105,Ittapana North,0.493888889
LK-1339120,Ittapana South,0.493888889
LK-1339115,Ittapana West,0.493888889
LK-1339285,Kankotawatta,0.493888889
LK-1339215,Karapagala,0.493888889
LK-1339055,Kumbadoowa,0.493888889
LK-1339150,Katukele Welmeegoda,0.493888889
LK-1339245,Magurumasvila,0.493888889
LK-1339080,Kuda Mathugama,0.493888889
LK-1339045,Mallawachchigoda Gangabada,0.493888889
LK-1339030,Lihiniyawa East,0.493888889
LK-1339025,Lihiniyawa West,0.493888889
LK-1339110,Malambehena,0.493888889
LK-1339200,Makalandawa South,0.493888889
LK-1339130,Loolbadduwa,0.493888889
LK-1339060,Maddegama,0.493888889
LK-1339195,Makalandawa,0.493888889
LK-1339185,Pelawatta,0.493888889
LK-1339265,Miriswatta,0.493888889
LK-1339035,Moragala,0.493888889
LK-1339160,Mandagala,0.493888889
LK-1339040,Meegahathenna,0.493888889
LK-1339170,Pahala Hewessa North,0.493888889
LK-1339100,Miriswatta,0.493888889
LK-1339175,Pahala Hewessa south,0.493888889
LK-1339095,Pannila,0.493888889
LK-1339010,Pannila East,0.493888889
LK-1339300,Thotaha,0.493888889
LK-1339180,Pelawatta East,0.493888889
LK-1339005,Pannila South,0.493888889
LK-1339085,Pareigama North,0.493888889
LK-1339135,Pareigama South,0.493888889
LK-1339255,Pelawatta West South,0.493888889
LK-1339015,Uragoda West,0.493888889
LK-1339145,Wedawatta,0.493888889
LK-1339155,Ranepuragoda,0.493888889
LK-1339270,Thundola,0.493888889
LK-1339235,Yagirala,0.493888889
LK-1339210,Udugama,0.493888889
LK-1339190,Pelawatta West North,0.493888889
LK-1339020,Uragoda East,0.493888889
LK-1339075,Uthumgama,0.493888889
LK-1339250,Walallavita East,0.493888889
LK-1339165,Yattapatha,0.493888889
LK-9136100,Doloswalakanda,0.493333333
LK-8109100,Hunuketapitiya,0.493333333
LK-8130130,Idamegama,0.493333333
LK-2303390,Kikiliyamana,0.493055556
LK-2315315,Loinon,0.4925
LK-3203200,Puwakbadovita,0.491111111
LK-8209015,Bendiyawa,0.490555556
LK-2315225,Annfield,0.490277778
LK-9118185,Pettigala,0.49
LK-8119015,Galwelagama,0.49
LK-2315250,Norwood,0.489722222
LK-1312110,Bulathsinhala,0.489722222
LK-1312270,Gamagewatta,0.489722222
LK-1312235,Mahagama West,0.489722222
LK-1312225,Mahagama East,0.489722222
LK-1312015,Diwalakada,0.489722222
LK-1312120,Amaragedara South,0.489722222
LK-1312180,Bogahawatta,0.489722222
LK-1312050,Bothale,0.489722222
LK-1312115,Bulathsinhala Central,0.489722222
LK-1312150,Bulathsinhala East,0.489722222
LK-1312055,Bulathsinhala North,0.489722222
LK-1312170,Diyakaduwa East,0.489722222
LK-1312105,Bulathsinhala South,0.489722222
LK-1312165,Bulathsinhala West,0.489722222
LK-1312175,Diyakaduwa West,0.489722222
LK-1312155,Damparadugoda,0.489722222
LK-1312125,Delmella,0.489722222
LK-1312190,Demodarawatta,0.489722222
LK-1312085,Dewamulla,0.489722222
LK-1312060,Egaloya,0.489722222
LK-1312100,Galahena,0.489722222
LK-1312075,Govinna North,0.489722222
LK-1312090,Govinna South,0.489722222
LK-1312040,Halwathura,0.489722222
LK-1312005,Ihala Naragala,0.489722222
LK-1312070,Ihala Naragala South,0.489722222
LK-1312200,Ihala Welgama,0.489722222
LK-1312145,Karaldekma,0.489722222
LK-1312185,Mahagama North,0.489722222
LK-1312065,Kobawaka South,0.489722222
LK-1312035,Kongasthenna,0.489722222
LK-1312215,Molkawa,0.489722222
LK-1312020,Meegahakumbura,0.489722222
LK-1312135,Niggaha,0.489722222
LK-1312130,Udugalakanda,0.489722222
LK-1312080,Pahala Naragala,0.489722222
LK-1312095,Retiyala,0.489722222
LK-1312230,Polegoda West,0.489722222
LK-1312210,Paragoda East,0.489722222
LK-1312195,Thennahena,0.489722222
LK-1312250,Weyangalla West,0.489722222
LK-1312025,Yahalawatta,0.489722222
LK-1312140,Yatagampitiya,0.489722222
LK-8212140,Kodayana,0.489722222
LK-1312255,Weyangalla East,0.489722222
LK-1312030,Bothale Gamgoda,0.489722222
LK-1312045,Amaragedara North,0.489722222
LK-1312220,Galahitiya,0.489722222
LK-1312245,Ihala Kudaligama,0.489722222
LK-1312010,Kobawaka North,0.489722222
LK-1312265,Muduna,0.489722222
LK-1312260,Mahagama South,0.489722222
LK-1312240,Pahala Kudaligama,0.489722222
LK-1312160,Pahala Welgama,0.489722222
LK-1312205,Paragoda West,0.489722222
LK-8221125,Thelulla,0.489444444
LK-2312305,Ambewela,0.488888889
LK-2303395,Dunsinane,0.488611111
LK-9139035,Yatagare,0.488333333
LK-5315160,Kavaddikkuda,0.488055556
LK-6121200,Danduwawa,0.488055556
LK-6121210,Tharanagolla,0.488055556
LK-6121140,Siyambalewa,0.488055556
LK-6121190,Nikaweratiya South,0.488055556
LK-6121030,Mawathagama,0.488055556
LK-6121045,Bogollagama,0.488055556
LK-6121105,Budumuttawa,0.488055556
LK-6121050,Dalukgolla,0.488055556
LK-6121135,Divullegoda,0.488055556
LK-6121080,Diyagama,0.488055556
LK-6121065,Hewenpelessa,0.488055556
LK-6121175,Elawaka,0.488055556
LK-6121125,Galagedara,0.488055556
LK-6121110,Galapitiyagama,0.488055556
LK-6121160,Halmillewa,0.488055556
LK-6121085,Hathigammana,0.488055556
LK-6121095,Heelogama,0.488055556
LK-6121040,Hulogedara,0.488055556
LK-6121025,Hulugalla,0.488055556
LK-6121055,Ihakolagama,0.488055556
LK-6121090,Kaluwennewa,0.488055556
LK-6121020,Kandegedara,0.488055556
LK-6121060,Karakole,0.488055556
LK-6121165,Katagamuwa,0.488055556
LK-6121100,Kebellewa,0.488055556
LK-6121150,Kirindigalla,0.488055556
LK-6121070,Kivulegama,0.488055556
LK-6121170,Kumbukwewa,0.488055556
LK-6121180,Magallegama,0.488055556
LK-6121185,Millagoda,0.488055556
LK-6121075,Nabadewa,0.488055556
LK-6121115,Nikaweratiya North,0.488055556
LK-6121015,Olupeliyawa,0.488055556
LK-6121155,Othota Divullewa,0.488055556
LK-6121205,Pahala Galapitiyagama,0.488055556
LK-6121035,Pinnapolegama,0.488055556
LK-6121130,Randenigama,0.488055556
LK-6121120,Thimbiriyawa,0.488055556
LK-6121005,Thumbulla,0.488055556
LK-6121195,Viharagama,0.488055556
LK-6121010,Waduressa,0.488055556
LK-6121145,Wasiwewa,0.488055556
LK-8212055,Barawaya,0.488055556
LK-3315050,Hedavinna,0.486944444
LK-4209010,Keerisuddan,0.486388889
LK-2154020,Herakola,0.486111111
LK-8142055,Koslanda,0.486111111
LK-2121185,Morayaya,0.485833333
LK-5112080,Mailavaddavan,0.485277778
LK-6163280,Gabadagama,0.485
LK-4206065,Kovilkulam,0.484722222
LK-2230170,Udagama,0.484722222
LK-5121030,Echchantivu,0.484722222
LK-5121110,Illuppadichenai,0.484722222
LK-5121120,Kaanchirankudah,0.484722222
LK-5121035,Mankikaddu,0.484722222
LK-5121050,Ayithiyamalai North,0.484722222
LK-5121045,Ayithiyamalai South,0.484722222
LK-5121065,Kurinchaamunai,0.484722222
LK-5121085,Karaiyakkantivu,0.484722222
LK-5121015,Karaveddi,0.484722222
LK-5121115,Koththiyapulai,0.484722222
LK-5121010,Mahilavedduvan,0.484722222
LK-5121080,Mandapathadi,0.484722222
LK-5121025,Naavatkaadu,0.484722222
LK-5121005,Naripputhoddam,0.484722222
LK-5121055,Nediyamadu,0.484722222
LK-5121105,Panchenai,0.484722222
LK-5121060,Pavatkodichenai,0.484722222
LK-5121090,Puthumandapaththadi,0.484722222
LK-5121100,Unnichchi,0.484722222
LK-5121040,Vavunativu,0.484722222
LK-5121020,vilavedduwan,0.484722222
LK-5121070,Paruththichenai,0.484722222
LK-5121075,Kannakudah,0.484722222
LK-5121095,Kaanthinagar,0.484722222
LK-4203230,Uyilankulam,0.484444444
LK-7209130,Thambala,0.483611111
LK-8103165,Pangaragammana,0.483611111
LK-8106030,Kandubedda,0.483333333
LK-4206040,Koorai,0.483055556
LK-4509175,Urithirapuram North,0.482777778
LK-4509050,Kaneshapuram,0.482777778
LK-4509115,Puthumurippu,0.482777778
LK-4509040,Kanagambigaikulam,0.482777778
LK-4509095,Pannakandy,0.482777778
LK-4509060,Kilinochchi Town,0.482777778
LK-4509085,Mavadyamman,0.482777778
LK-4509015,Ambalnagar,0.482777778
LK-4509020,Anaivilunthankulam,0.482777778
LK-4509025,Anandapuram,0.482777778
LK-4509100,Barathypuram,0.482777778
LK-4509030,Civic Centre,0.482777778
LK-4509035,Jeyanthinagar,0.482777778
LK-4509005,Akkarayankulam,0.482777778
LK-4509010,Ambalkulam,0.482777778
LK-4509045,Kanagapuram,0.482777778
LK-4509055,Kannagaipuram,0.482777778
LK-4509065,Konavil,0.482777778
LK-4509090,Mayavanoor,0.482777778
LK-4509070,Krishnapuram,0.482777778
LK-4509075,Malaiyalapuram,0.482777778
LK-4509105,Periya Paranthan,0.482777778
LK-4509110,Ponnagar,0.482777778
LK-4509120,Ramanathapuram,0.482777778
LK-4509125,Rathinapuram,0.482777778
LK-4509130,Selvanagar,0.482777778
LK-4509135,Sivanagar,0.482777778
LK-4509140,Skandapuram,0.482777778
LK-4509145,Thirunagar North,0.482777778
LK-4509150,Thirunagar South,0.482777778
LK-4509155,Thiruvaiaru,0.482777778
LK-4509160,Thiruvaiaru West,0.482777778
LK-4509165,Thondamannagar,0.482777778
LK-4509170,Urithirapuram East,0.482777778
LK-4509180,Urithirapuram West,0.482777778
LK-4509185,Uthayanagar East,0.482777778
LK-4509190,Uthayanagar West,0.482777778
LK-4509195,Uttupulam,0.482777778
LK-4509200,Vaddakachchi,0.482777778
LK-4509205,Vannerikulam,0.482777778
LK-4509210,Vivekanandanagar,0.482777778
LK-4312015,Periyakaddu,0.482777778
LK-4509080,Maruthanagar,0.482777778
LK-2139055,Pahala Koorukuttala,0.4825
LK-2139400,Pethiyagoda East,0.4825
LK-2139180,Walgama,0.4825
LK-2136145,Doluwa East,0.4825
LK-2139205,Wattappola,0.4825
LK-2139455,Ketakumbura,0.4825
LK-2139550,Pitawalawatta,0.4825
LK-2136080,Pelawa Ihala Meda,0.4825
LK-2139370,Meddegoda,0.4825
LK-2139555,Nawa Elpitiya South,0.4825
LK-2139415,Nawa Peradeniya,0.4825
LK-2139275,Handessa,0.4825
LK-2139485,Rangoda,0.4825
LK-2139560,Polgahaanga,0.4825
LK-2136070,Pelawa Ihalagama,0.4825
LK-2139380,Ambarapola,0.4825
LK-2139150,Angunawala East,0.4825
LK-2139475,Bambaradeniya,0.4825
LK-2139155,Angunawala West,0.4825
LK-2139230,Kovilakanda,0.4825
LK-2139170,Alapalawala East,0.4825
LK-2139620,Appallagoda West,0.4825
LK-2139175,Alapalawala West,0.4825
LK-2139615,Appallagoda East,0.4825
LK-2139490,Ambagasthenna,0.4825
LK-2139295,Godapola East,0.4825
LK-2139430,Gelioya,0.4825
LK-2136150,Doluwa West,0.4825
LK-2139050,Alanduwaka,0.4825
LK-2139470,Batupitiya,0.4825
LK-2139025,Boyagama,0.4825
LK-2139530,Daskara,0.4825
LK-2139315,Davulagala,0.4825
LK-2139440,Dehipagoda East,0.4825
LK-2139435,Dehipagoda West,0.4825
LK-2139605,Deldeniya,0.4825
LK-2139565,Delgahapitiya,0.4825
LK-2139410,Karamada North,0.4825
LK-2139100,Deliwala,0.4825
LK-2139610,Dihitideniya,0.4825
LK-2139465,Dodamdeniya,0.4825
LK-2139385,Eladetta West,0.4825
LK-2139005,Gangoda,0.4825
LK-2139340,Elpitikanda,0.4825
LK-2139035,Gadaladeniya North,0.4825
LK-2139095,Gadaladeniya South,0.4825
LK-2139420,Karamada South,0.4825
LK-2139010,Gangoda North,0.4825
LK-2139030,Gangoda South,0.4825
LK-2139200,Ganguldeniya,0.4825
LK-2139525,Ganhatha,0.4825
LK-2139090,Hepana,0.4825
LK-2139450,Hathnagoda,0.4825
LK-2139260,Heeyawala,0.4825
LK-2139130,Hendeniya East,0.4825
LK-2139125,Hendeniya West,0.4825
LK-2139195,Hiddavulla East,0.4825
LK-2139250,Hiddavulla West,0.4825
LK-2139255,Hiyarapitiya,0.4825
LK-2139590,Hondiyadeniya,0.4825
LK-2139060,Ihala Koorukuttala,0.4825
LK-2139390,Ihala Pethiyagoda,0.4825
LK-2139145,Meewathura,0.4825
LK-2139265,Imbuldeniya,0.4825
LK-2139300,Kamburadeniya,0.4825
LK-2139600,Kotagaloluwa,0.4825
LK-2139070,Lagamuwa,0.4825
LK-2139500,Liyangaha Watta,0.4825
LK-2139115,Mampitiya,0.4825
LK-2139335,Manikkawa,0.4825
LK-2139075,Mathgamuwa,0.4825
LK-2139545,Muruthagahamula,0.4825
LK-2139505,Maveekumbura North,0.4825
LK-2139510,Maveekumbura South,0.4825
LK-2139305,Meewaladeniya,0.4825
LK-2139270,Naranwala,0.4825
LK-2139425,Nawa Elpitiya North,0.4825
LK-2139240,Nikahetiya,0.4825
LK-2139580,Palkumbura,0.4825
LK-2139405,Palle Aludeniya,0.4825
LK-2139110,Pamunuwa East,0.4825
LK-2139245,Panabokka,0.4825
LK-2139135,Penideniya,0.4825
LK-2139395,Pethiyagoda West,0.4825
LK-2139480,Pilapitiya,0.4825
LK-2139280,Piligalla West,0.4825
LK-2139190,Rabbegamuwa South,0.4825
LK-2139120,Rajagiriya,0.4825
LK-2139325,Rangama,0.4825
LK-2139225,Sadikkawatta,0.4825
LK-2139140,Sangabogama,0.4825
LK-2139365,Siyambalagoda,0.4825
LK-2139540,Thalawathura,0.4825
LK-2139020,Thalawatta,0.4825
LK-2139575,Uda Aludeniya,0.4825
LK-2139215,Udagama,0.4825
LK-2139080,Urulewatta,0.4825
LK-2139520,Viharagama,0.4825
LK-2139210,Walagedara North,0.4825
LK-2139235,Walagedara South,0.4825
LK-2139085,Warakagoda,0.4825
LK-2139515,Watadeniya,0.4825
LK-2139330,Wathupola,0.4825
LK-2139535,Wegiriya East,0.4825
LK-2139495,Welamboda,0.4825
LK-2139570,Weligalla,0.4825
LK-2139355,Werawala East,0.4825
LK-2139360,Werawala West,0.4825
LK-2139015,Werellamana,0.4825
LK-2139160,Yalegoda East,0.4825
LK-2139165,Yalegoda West,0.4825
LK-2136005,Alagalla Watta,0.4825
LK-2136325,Amunupura,0.4825
LK-2136290,Arambegama East,0.4825
LK-2136375,Arambegama West,0.4825
LK-2136335,Balana,0.4825
LK-2136140,Bathgoda,0.4825
LK-2136415,Gannoruwa East,0.4825
LK-2136390,Bulumulla,0.4825
LK-2136225,Danthure,0.4825
LK-2136055,Dehianga North,0.4825
LK-2136110,Dehianga South,0.4825
LK-2136220,Haliyadda,0.4825
LK-2136050,Gurugama,0.4825
LK-2136405,Dehideniya East,0.4825
LK-2136265,Dehideniya West,0.4825
LK-2136095,Dehigama East,0.4825
LK-2136105,Dehigama North,0.4825
LK-2136205,Deldeniya,0.4825
LK-2136245,Diyapalagoda,0.4825
LK-2136430,Edanduwawa East,0.4825
LK-2136435,Edanduwawa West,0.4825
LK-2136380,Embilmeegama North,0.4825
LK-2136445,Embilmeegama South,0.4825
LK-2136260,Gannoruwa Central,0.4825
LK-2136090,Gannoruwa West,0.4825
LK-2136285,Giragama,0.4825
LK-2136175,Godigamuwa,0.4825
LK-2136185,Gondeniya,0.4825
LK-2136170,Ihala Alagalla,0.4825
LK-2136120,Ihala Dodamwala,0.4825
LK-2136065,Ihala Kobbekaduwa,0.4825
LK-2136460,Ilukwatta,0.4825
LK-2136240,Imbulmalgama,0.4825
LK-2136470,Kadawathgama,0.4825
LK-2136475,Kadugannawa Town,0.4825
LK-2136305,Kandangama North,0.4825
LK-2136360,Kandangama South,0.4825
LK-2136215,Kavudupana,0.4825
LK-2136410,Kendakaduwa,0.4825
LK-2136400,Kiribathkumbura East,0.4825
LK-2136440,Kiribathkumbura West,0.4825
LK-2136010,Kirimetiya Watta,0.4825
LK-2136060,Kobbekaduwa,0.4825
LK-2136365,Kotabogoda,0.4825
LK-2136030,Kotaligoda North,0.4825
LK-2136155,Kotaligoda South,0.4825
LK-2136300,Kurunduwatta,0.4825
LK-2136465,Madarangoda,0.4825
LK-2136190,Madiligama,0.4825
LK-2136315,Maligathenna,0.4825
LK-2136160,Menikdiwela,0.4825
LK-2136280,Moladanda,0.4825
LK-2136330,Moragolla Mahakanda,0.4825
LK-2136085,Pelawa Pahalagama,0.4825
LK-2136180,Motana Dekinda,0.4825
LK-2136350,Mudaliwatta,0.4825
LK-2136130,Munwathugoda,0.4825
LK-2136115,Pahala Dodamwala,0.4825
LK-2136345,Pahala Mudaliwatta,0.4825
LK-2136200,Pahala Rathmeewala,0.4825
LK-2136015,Pahala Yatigammana,0.4825
LK-2136355,Panabokka,0.4825
LK-2136235,Parakatawella,0.4825
LK-2136395,Pilapitiya,0.4825
LK-2136455,Pilimathalawa,0.4825
LK-2136165,Pottepitiya,0.4825
LK-2136385,Ranawana,0.4825
LK-2136230,Siyambalagoda,0.4825
LK-2136270,Sooriyagoda,0.4825
LK-2136025,Thismada,0.4825
LK-2136420,Uda Eriyagama East,0.4825
LK-2136035,Udawela Nadithalawa,0.4825
LK-2136125,Udawela Pahalagama,0.4825
LK-2136040,Udawela Pallemaditta,0.4825
LK-2136135,Walgampaya,0.4825
LK-2136210,Walgowwagoda,0.4825
LK-2136045,Wathurakumbura,0.4825
LK-2136075,Yahalathenna,0.4825
LK-2136020,Yatigammana,0.4825
LK-2136310,Mamudawala,0.4825
LK-2139375,Embekka,0.4825
LK-2139585,Lunugama,0.4825
LK-2139285,Piligalla East,0.4825
LK-2139065,Belungala,0.4825
LK-2136450,Govindala,0.4825
LK-2139105,Pamunuwa West,0.4825
LK-2139185,Rabbegamuwa North,0.4825
LK-2139595,Wegiriya West,0.4825
LK-2136320,Ketakumbura,0.4825
LK-2136370,Urapola,0.4825
LK-2136340,Weralugolla,0.4825
LK-2136425,Uda Eriyagama West],0.4825
LK-2136195,Udarathmeewala,0.4825
LK-2139310,Arattana,0.4825
LK-2136100,Dehigama South,0.4825
LK-4512005,Alankerni,0.4825
LK-2136275,Malgammana,0.4825
LK-2139445,Eladetta East,0.4825
LK-2136255,Karuwalawatta,0.4825
LK-2136295,Kudaoya,0.4825
LK-2136250,Mangalagama,0.4825
LK-2139040,Kiriwavula East,0.4825
LK-2139290,Godapola West,0.4825
LK-2139320,Aravuwawala,0.4825
LK-2139045,Kiriwavula West,0.4825
LK-4312090,Unit 9 & 10 Pavatkulam,0.4825
LK-2139345,Kooradeniya,0.4825
LK-2139220,Aluthkanda,0.4825
LK-2139350,Ambanwala,0.4825
LK-2139460,Boowelikada,0.4825
LK-2230270,Hangarankanda,0.482222222
LK-4506075,Umaiyalpuram,0.481944444
LK-4506070,Tharmapuram West,0.481944444
LK-4506020,Korakkankaddu,0.481944444
LK-4506030,Murasumoddai,0.481944444
LK-4506010,Kalmadunagar,0.481944444
LK-4506005,Elephant Pass,0.481944444
LK-4506015,Kandavalai,0.481944444
LK-4506025,Kumarapuram,0.481944444
LK-4506035,Paranthan Town,0.481944444
LK-4506045,Piramanthalaru,0.481944444
LK-4506050,Puliyampokkanai,0.481944444
LK-4506060,Thadduvankoddy,0.481944444
LK-4506055,Punnaineeravi,0.481944444
LK-4506065,Tharmapuram East,0.481944444
LK-4506080,Uriyan,0.481944444
LK-4506040,Periyakulam,0.481944444
LK-9230105,Algoda,0.481666667
LK-1309010,Pahala Millewa North,0.481111111
LK-1309060,Halapitiya,0.481111111
LK-1309290,Halthotiyawatta,0.481111111
LK-1309125,Handupelpola,0.481111111
LK-1309260,Horana North,0.481111111
LK-1309280,Horana South,0.481111111
LK-1309020,Ihala Millewa North,0.481111111
LK-1309025,Ihala Millewa South,0.481111111
LK-1309100,Kahatapitiya,0.481111111
LK-1309140,Kananvila North,0.481111111
LK-1309005,Kotigamgoda,0.481111111
LK-1309050,Koralaima,0.481111111
LK-1209115,Akaragama North,0.481111111
LK-1209560,Pinnalanda,0.481111111
LK-1309130,Kuda Uduwa,0.481111111
LK-1309240,Kulupana,0.481111111
LK-1309150,Kumbuka East,0.481111111
LK-1309160,Kumbuka North,0.481111111
LK-1309155,Kumbuka South,0.481111111
LK-1309165,Kumbuka West,0.481111111
LK-1309295,Mahena,0.481111111
LK-1309135,Maha Uduwa,0.481111111
LK-1309180,Meemana,0.481111111
LK-1309205,Meewanapalana East,0.481111111
LK-1309200,Meewanapalana West,0.481111111
LK-1309220,Midellamulahena,0.481111111
LK-1309215,Munagama East,0.481111111
LK-1309080,Olaboduwa South,0.481111111
LK-1309045,Olaboduwa North,0.481111111
LK-1309225,Ovitiyagala,0.481111111
LK-1309015,Pahala Millewa South,0.481111111
LK-1309075,Palannoruwa,0.481111111
LK-1309095,Pannila,0.481111111
LK-1309170,Pokunuvita,0.481111111
LK-1309030,Thalagala East,0.481111111
LK-1309035,Thalagala North,0.481111111
LK-1309040,Thalagala West,0.481111111
LK-1309105,Uduwa North,0.481111111
LK-1309300,Wewala East,0.481111111
LK-1309190,Uduwa South,0.481111111
LK-1309285,Wewala West,0.481111111
LK-1309065,Welmilla,0.481111111
LK-1309235,Werullahena,0.481111111
LK-7210035,Mahindagama,0.481111111
LK-1209045,Delpakadawara,0.481111111
LK-1309085,Olaboduwa East,0.481111111
LK-1209230,Dimbuldeniya,0.481111111
LK-1209220,Diyagampala,0.481111111
LK-1209360,Doonagaha,0.481111111
LK-1209260,Haloluwa,0.481111111
LK-1209415,Halpe,0.481111111
LK-1209125,Halpe,0.481111111
LK-1209375,Hapugahagama,0.481111111
LK-1209545,Hapuwalana,0.481111111
LK-1209245,Moragalkanda,0.481111111
LK-1209410,Nariyamulla,0.481111111
LK-1209405,Nawana East,0.481111111
LK-1209250,Nawana West,0.481111111
LK-1209020,Otharawadiya,0.481111111
LK-1209070,Polhena,0.481111111
LK-1209445,Kithulwala North,0.481111111
LK-1209325,Dagonna North,0.481111111
LK-1209460,Ihala Madithiyawala,0.481111111
LK-1209170,Ihalagama,0.481111111
LK-1209500,Kelepitimulla,0.481111111
LK-1209235,Paragoda North,0.481111111
LK-1309230,Aramanagolla,0.481111111
LK-1309245,Kanewala,0.481111111
LK-1309145,Batuvita North,0.481111111
LK-1309175,Batuvita South,0.481111111
LK-1209475,Balagalla West,0.481111111
LK-1309120,Dambara,0.481111111
LK-1309265,Munagama West,0.481111111
LK-1309270,Dikhenagama,0.481111111
LK-1209210,Kotadeniyawa,0.481111111
LK-1309055,Godigamuwa East,0.481111111
LK-1309115,Gorokgoda,0.481111111
LK-1209185,Delwagura,0.481111111
LK-1309210,Gurugoda,0.481111111
LK-1209145,Kongodamulla South,0.481111111
LK-1209080,Diklanda,0.481111111
LK-1309255,Gal Edandugoda,0.481111111
LK-1209135,Kongodamulla North,0.481111111
LK-1309070,Godigamuwa West,0.481111111
LK-1309185,Kananvila South,0.481111111
LK-1309250,Henegama,0.481111111
LK-1309275,Narthanagala,0.481111111
LK-1309195,Kirigalahena,0.481111111
LK-1309090,Thalagala South,0.481111111
LK-1209105,Akaragama East,0.481111111
LK-1209600,Hapuwalana North,0.481111111
LK-1209520,Thotillagahawatta,0.481111111
LK-1209290,Palliyapitiya West,0.481111111
LK-1209200,Agalegedara,0.481111111
LK-1209110,Akaragama West,0.481111111
