dsd_id,min_duration
LK-1106,0.30277777777777776
LK-1103,0.31166666666666665
LK-1109,0.30694444444444446
LK-1121,0.2911111111111111
LK-1124,0.2513888888888889
LK-1127,0.26416666666666666
LK-1130,0.2127777777777778
LK-1131,0.2127777777777778
LK-1136,0.29944444444444446
LK-1218,0.2836111111111111
LK-1221,0.2836111111111111
LK-1233,0.25305555555555553
LK-1236,0.30277777777777776
LK-1239,0.2925
LK-1112,0.45444444444444443
LK-1133,0.37333333333333335
LK-1224,0.25305555555555553
LK-1115,0.5511111111111111
LK-1118,0.4263888888888889
LK-1230,0.5236111111111111
LK-1309,0.4811111111111111
LK-1303,0.3472222222222222
LK-1306,0.3472222222222222
LK-1310,0.4263888888888889
LK-1318,0.3333333333333333
LK-9103,0.29333333333333333
LK-9221,0.5727777777777778
LK-9230,0.7711111111111111
LK-9109,0.29333333333333333
LK-1321,0.38
LK-1206,0.2563888888888889
LK-1203,0.2563888888888889
LK-1209,0.4811111111111111
LK-1215,0.2997222222222222
LK-6245,0.2833333333333333
LK-6248,0.29138888888888886
LK-1212,0.4702777777777778
LK-1227,0.4702777777777778
LK-6178,0.43583333333333335
LK-6184,0.31555555555555553
LK-9218,0.46555555555555556
LK-1315,0.3333333333333333
LK-1327,0.44222222222222224
LK-1312,0.4897222222222222
LK-9130,0.6133333333333333
LK-1333,0.38861111111111113
LK-1336,0.38861111111111113
LK-1330,0.45166666666666666
LK-1324,0.44222222222222224
LK-3103,0.3552777777777778
LK-1339,0.4938888888888889
LK-9127,0.7605555555555555
LK-3106,0.3552777777777778
LK-3109,0.3638888888888889
LK-3112,0.35888888888888887
LK-3115,0.35888888888888887
LK-2106,0.44333333333333336
LK-2103,0.2897222222222222
LK-2109,0.3825
LK-2112,0.3883333333333333
LK-2130,0.6455555555555555
LK-2133,0.47694444444444445
LK-2134,0.2897222222222222
LK-2136,0.4825
LK-2139,0.4825
LK-2233,0.3825
LK-6157,0.39916666666666667
LK-6160,0.42083333333333334
